"Days";"Channel";"Marketing spend";"Compare range: Marketing spend"
"2023-05-21";"Facebook";"37935.174646800006";"0"
"2023-05-21";"Google";"6860.413999999999";"0"
"2023-05-22";"CJ";"649.5573912";"0"
"2023-05-22";"Facebook";"33675.67105295998";"0"
"2023-05-22";"Google";"7029.0779999999995";"0"
"2023-05-23";"CJ";"526.8775792";"0"
"2023-05-23";"Facebook";"34807.558358359995";"0"
"2023-05-23";"Google";"8215.718";"0"
"2023-05-24";"CJ";"1329.0544652";"0"
"2023-05-24";"Facebook";"42841.592990427016";"0"
"2023-05-24";"Google";"7214.213000000001";"0"
"2023-05-25";"CJ";"989.5067136";"0"
"2023-05-25";"Facebook";"45337.42389200999";"0"
"2023-05-25";"Google";"8947.353";"0"
"2023-05-26";"CJ";"220.25451599999994";"0"
"2023-05-26";"Facebook";"49710.02988171002";"0"
"2023-05-26";"Google";"9034.919000000002";"0"
"2023-05-27";"CJ";"192.46969119999997";"0"
"2023-05-27";"Facebook";"55297.83983023995";"0"
"2023-05-27";"Google";"7781.133";"0"
"2023-05-28";"CJ";"649.3148851999998";"0"
"2023-05-28";"Facebook";"55262.90333741598";"0"
"2023-05-28";"Google";"9190.195";"0"
"2023-05-29";"Facebook";"56322.90971643699";"0"
"2023-05-29";"Google";"9438.526000000002";"0"
"2023-05-30";"CJ";"379.097425";"0"
"2023-05-30";"Facebook";"49624.61112734999";"0"
"2023-05-30";"Google";"7612.340999999999";"0"
"2023-05-31";"CJ";"1919.9706929999998";"0"
"2023-05-31";"Facebook";"50295.36879539999";"0"
"2023-05-31";"Google";"7893.540000000001";"0"
"2023-06-01";"CJ";"560.3635107";"0"
"2023-06-01";"Facebook";"51062.82661605";"0"
"2023-06-01";"Google";"6887.382";"0"
"2023-06-02";"CJ";"2458.9956997";"0"
"2023-06-02";"Facebook";"48782.557201400006";"0"
"2023-06-02";"Google";"7629.716";"0"
"2023-06-03";"CJ";"555.1767456";"0"
"2023-06-03";"Facebook";"55251.75137951998";"0"
"2023-06-03";"Google";"7043.312999999999";"0"
"2023-06-04";"CJ";"1140.6282624";"0"
"2023-06-04";"Facebook";"51642.70067844002";"0"
"2023-06-04";"Google";"7665.955";"0"
"2023-06-05";"CJ";"1226.3449248000002";"0"
"2023-06-05";"Facebook";"26128.46512890001";"0"
"2023-06-05";"Google";"8144.021999999999";"0"
"2023-06-06";"CJ";"2203.2658065000005";"0"
"2023-06-06";"Facebook";"47696.13577622703";"0"
"2023-06-06";"Google";"8078.685";"0"
"2023-06-07";"Facebook";"75099.84947553";"0"
"2023-06-07";"Google";"7188.9529999999995";"0"
"2023-06-08";"CJ";"1237.1452729500002";"0"
"2023-06-08";"Facebook";"42606.35640203999";"0"
"2023-06-08";"Google";"6838.927000000001";"0"
"2023-06-09";"CJ";"2692.0500012";"0"
"2023-06-09";"Facebook";"40116.62660147999";"0"
"2023-06-09";"Google";"6347.746";"0"
"2023-06-10";"CJ";"984.7292924999999";"0"
"2023-06-10";"Facebook";"41515.872984449976";"0"
"2023-06-10";"Google";"6778.014000000001";"0"
"2023-06-11";"CJ";"2540.57621472";"0"
"2023-06-11";"Facebook";"41520.90512160001";"0"
"2023-06-11";"Google";"8085.027";"0"
"2023-06-12";"CJ";"1737.6906129";"0"
"2023-06-12";"Facebook";"39898.360950299975";"0"
"2023-06-12";"Google";"8598.106";"0"
"2023-06-13";"CJ";"1208.4030552000002";"0"
"2023-06-13";"Facebook";"38876.83416996001";"0"
"2023-06-13";"Google";"7776.212999999998";"0"
"2023-06-14";"CJ";"1222.1985287500002";"0"
"2023-06-14";"Facebook";"37033.972825700024";"0"
"2023-06-14";"Google";"7129.072";"0"
"2023-06-15";"CJ";"2102.161512";"0"
"2023-06-15";"Facebook";"37414.04160820004";"0"
"2023-06-15";"Google";"7887.02";"0"
"2023-06-16";"CJ";"1263.25777608";"0"
"2023-06-16";"Facebook";"37356.957451932";"0"
"2023-06-16";"Google";"6347.361999999999";"0"
"2023-06-17";"CJ";"1585.4794275";"0"
"2023-06-17";"Facebook";"38629.92622299999";"0"
"2023-06-17";"Google";"7831.800000000001";"0"
"2023-06-18";"CJ";"2310.4704224999996";"0"
"2023-06-18";"Facebook";"40090.1316275";"0"
"2023-06-18";"Google";"8975.43";"0"
"2023-06-19";"CJ";"2044.4318093999996";"0"
"2023-06-19";"Facebook";"38995.90454729998";"0"
"2023-06-19";"Google";"7693.057";"0"
"2023-06-20";"CJ";"869.7078654";"0"
"2023-06-20";"Facebook";"40528.795852619965";"0"
"2023-06-20";"Google";"9358.27";"0"
"2023-06-21";"CJ";"2167.1713596";"0"
"2023-06-21";"Facebook";"41471.49492";"0"
"2023-06-21";"Google";"5819.321";"0"
"2023-06-22";"CJ";"2502.2871486800004";"0"
"2023-06-22";"Facebook";"40055.58518900402";"0"
"2023-06-22";"Google";"5977.882";"0"
"2023-06-23";"CJ";"2245.6718284";"0"
"2023-06-23";"Facebook";"40926.16611083001";"0"
"2023-06-23";"Google";"4955.110999999999";"0"
"2023-06-24";"CJ";"1482.2195219999999";"0"
"2023-06-24";"Facebook";"42850.4537979";"0"
"2023-06-24";"Google";"5418.281000000001";"0"
"2023-06-25";"CJ";"1057.54899315";"0"
"2023-06-25";"Facebook";"38082.49759404997";"0"
"2023-06-25";"Google";"5585.106000000001";"0"
"2023-06-26";"CJ";"758.1917671799999";"0"
"2023-06-26";"Facebook";"37315.314611408976";"0"
"2023-06-26";"Google";"6889.35";"0"
"2023-06-27";"CJ";"1151.5386402";"0"
"2023-06-27";"Facebook";"35738.7783774";"0"
"2023-06-27";"Google";"5418.43";"0"
"2023-06-28";"CJ";"1370.360862";"0"
"2023-06-28";"Facebook";"35789.58558060004";"0"
"2023-06-28";"Google";"6489.780000000001";"0"
"2023-06-29";"CJ";"317.9993082";"0"
"2023-06-29";"Facebook";"33150.89788100296";"0"
"2023-06-29";"Google";"5426.98";"0"
"2023-06-30";"CJ";"1737.0010980000002";"0"
"2023-06-30";"Facebook";"31558.884966000012";"0"
"2023-06-30";"Google";"6130.673";"0"
"2023-07-01";"CJ";"1564.7918122400001";"0"
"2023-07-01";"Facebook";"31102.529549120012";"0"
"2023-07-01";"Google";"7088.502";"0"
"2023-07-02";"CJ";"1526.6653754";"0"
"2023-07-02";"Facebook";"26457.267564439993";"0"
"2023-07-02";"Google";"6985.279999999999";"0"
"2023-07-03";"CJ";"1841.8982850000002";"0"
"2023-07-03";"Facebook";"32611.832412750002";"0"
"2023-07-03";"Google";"7450.33";"0"
"2023-07-04";"CJ";"2745.43852495";"0"
"2023-07-04";"Facebook";"32779.062261";"0"
"2023-07-04";"Google";"7793.3899999999985";"0"
"2023-07-05";"CJ";"638.524878";"0"
"2023-07-05";"Facebook";"30858.56788199998";"0"
"2023-07-05";"Google";"8045.522999999999";"0"
"2023-07-06";"CJ";"2638.7169173400002";"0"
"2023-07-06";"Facebook";"30654.371078583004";"0"
"2023-07-06";"Google";"7144.542";"0"
"2023-07-07";"CJ";"1055.256307";"0"
"2023-07-07";"Facebook";"31932.845133000006";"0"
"2023-07-07";"Google";"7974.045999999999";"0"
"2023-07-08";"CJ";"1117.0673145";"0"
"2023-07-08";"Facebook";"33645.985272000005";"0"
"2023-07-08";"Google";"11180.957";"0"
"2023-07-09";"CJ";"1771.04099068";"0"
"2023-07-09";"Facebook";"37366.07574868";"0"
"2023-07-09";"Google";"11431.345000000001";"0"
"2023-07-10";"CJ";"2148.89618125";"0"
"2023-07-10";"Facebook";"36937.92655525";"0"
"2023-07-10";"Google";"12289.163";"0"
"2023-07-11";"CJ";"851.1109209";"0"
"2023-07-11";"Facebook";"34631.62390863001";"0"
"2023-07-11";"Google";"11638.975";"0"
"2023-07-12";"CJ";"791.4567690499999";"0"
"2023-07-12";"Facebook";"41414.18902175";"0"
"2023-07-12";"Google";"9945.45";"0"
"2023-07-13";"CJ";"3073.4566995";"0"
"2023-07-13";"Facebook";"36442.844345000005";"0"
"2023-07-13";"Google";"10713.128";"0"
"2023-07-14";"CJ";"939.6522867";"0"
"2023-07-14";"Facebook";"32619.474565500008";"0"
"2023-07-14";"Google";"8395.434";"0"
"2023-07-15";"CJ";"1121.8731679999999";"0"
"2023-07-15";"Facebook";"32693.503839749992";"0"
"2023-07-15";"Google";"8521.368";"0"
"2023-07-16";"CJ";"1570.4805487500003";"0"
"2023-07-16";"Facebook";"34814.33890450001";"0"
"2023-07-16";"Google";"11569.949999999999";"0"
"2023-07-17";"CJ";"1538.3198319";"0"
"2023-07-17";"Facebook";"33579.5762213";"0"
"2023-07-17";"Google";"8574.345";"0"
"2023-07-18";"CJ";"526.1135512500001";"0"
"2023-07-18";"Facebook";"32010.169833825";"0"
"2023-07-18";"Google";"8198.338";"0"
"2023-07-19";"CJ";"1077.01473825";"0"
"2023-07-19";"Facebook";"33661.03315725";"0"
"2023-07-19";"Google";"6608.897";"0"
"2023-07-20";"CJ";"2406.64196955";"0"
"2023-07-20";"Facebook";"32651.627503950003";"0"
"2023-07-20";"Google";"7690.429000000001";"0"
"2023-07-21";"CJ";"708.1924816000001";"0"
"2023-07-21";"Facebook";"35367.322927680005";"0"
"2023-07-21";"Google";"7381.581999999999";"0"
"2023-07-22";"CJ";"1640.65651524";"0"
"2023-07-22";"Facebook";"35186.83726608001";"0"
"2023-07-22";"Google";"5923.924999999999";"0"
"2023-07-23";"CJ";"1145.47579272";"0"
"2023-07-23";"Facebook";"35856.57361176";"0"
"2023-07-23";"Google";"6716.973";"0"
"2023-07-24";"CJ";"585.0925642799998";"0"
"2023-07-24";"Facebook";"34890.832786745996";"0"
"2023-07-24";"Google";"7624.523999999999";"0"
"2023-07-25";"CJ";"823.2281531999997";"0"
"2023-07-25";"Facebook";"33813.427799479985";"0"
"2023-07-25";"Google";"8412.723";"0"
"2023-07-26";"CJ";"2881.4332074";"0"
"2023-07-26";"Facebook";"33966.794251219995";"0"
"2023-07-26";"Google";"5747.308999999999";"0"
"2023-07-27";"CJ";"524.0821109999999";"0"
"2023-07-27";"Facebook";"33803.5035525";"0"
"2023-07-27";"Google";"7546.975";"0"
"2023-07-28";"CJ";"1098.9353976999998";"0"
"2023-07-28";"Facebook";"35165.19603345";"0"
"2023-07-28";"Google";"5087.267";"0"
"2023-07-29";"CJ";"1527.4372844499999";"0"
"2023-07-29";"Facebook";"39675.54995151002";"0"
"2023-07-29";"Google";"6172.374999999999";"0"
"2023-07-30";"CJ";"1555.5962125";"0"
"2023-07-30";"Facebook";"39583.12117045";"0"
"2023-07-30";"Google";"5994.24";"0"
"2023-07-31";"CJ";"1590.3883744000004";"0"
"2023-07-31";"Facebook";"37637.14079775998";"0"
"2023-07-31";"Google";"7231.225999999999";"0"
"2023-08-01";"CJ";"826.66684035";"0"
"2023-08-01";"Facebook";"36403.81765824997";"0"
"2023-08-01";"Google";"9450.54";"0"
"2023-08-02";"CJ";"903.6686659500001";"0"
"2023-08-02";"Facebook";"36590.75433706501";"0"
"2023-08-02";"Google";"7220.572000000001";"0"
"2023-08-03";"CJ";"1688.38114";"0"
"2023-08-03";"Facebook";"37470.69307537499";"0"
"2023-08-03";"Google";"7299.849";"0"
"2023-08-04";"CJ";"2111.8260108";"0"
"2023-08-04";"Facebook";"35054.26322375999";"0"
"2023-08-04";"Google";"6807.753000000001";"0"
"2023-08-05";"CJ";"862.6209379199998";"0"
"2023-08-05";"Facebook";"37607.95436133597";"0"
"2023-08-05";"Google";"5338.719999999999";"0"
"2023-08-06";"CJ";"1781.03485992";"0"
"2023-08-06";"Facebook";"38773.371340559985";"0"
"2023-08-06";"Google";"7299.522999999999";"0"
"2023-08-07";"CJ";"897.8270713499999";"0"
"2023-08-07";"Facebook";"38362.157351904985";"0"
"2023-08-07";"Google";"10736.236999999997";"0"
"2023-08-08";"CJ";"399.43455079999995";"0"
"2023-08-08";"Facebook";"38074.177788440014";"0"
"2023-08-08";"Google";"6974.505999999999";"0"
"2023-08-09";"CJ";"1867.5589023000002";"0"
"2023-08-09";"Facebook";"38412.20106685";"0"
"2023-08-09";"Google";"6460.289999999999";"0"
"2023-08-10";"CJ";"2449.2086170199996";"0"
"2023-08-10";"Facebook";"32942.39485501802";"0"
"2023-08-10";"Google";"7130.871";"0"
"2023-08-11";"CJ";"1583.3709739499998";"0"
"2023-08-11";"Facebook";"30842.317618194993";"0"
"2023-08-11";"Google";"4769.07";"0"
"2023-08-12";"CJ";"388.1525545799999";"0"
"2023-08-12";"Facebook";"33424.604453753986";"0"
"2023-08-12";"Google";"4283.410000000001";"0"
"2023-08-13";"CJ";"1438.3478776219995";"0"
"2023-08-13";"Facebook";"32522.665895920007";"0"
"2023-08-13";"Google";"4332.08";"0"
"2023-08-14";"CJ";"1406.0509872";"0"
"2023-08-14";"Facebook";"31792.580154600015";"0"
"2023-08-14";"Google";"5407.7";"0"
"2023-08-15";"CJ";"692.57259155";"0"
"2023-08-15";"Facebook";"34052.93467793002";"0"
"2023-08-15";"Google";"4534.46";"0"
"2023-08-16";"CJ";"1347.7204155";"0"
"2023-08-16";"Facebook";"36009.66684805498";"0"
"2023-08-16";"Google";"5050.8640000000005";"0"
"2023-08-16";"TikTok";"95.524";"0"
"2023-08-17";"CJ";"2022.6811694499997";"0"
"2023-08-17";"Facebook";"35525.168315055";"0"
"2023-08-17";"Google";"4750.143";"0"
"2023-08-17";"TikTok";"355.716";"0"
"2023-08-18";"CJ";"1179.1412028";"0"
"2023-08-18";"Facebook";"27376.826429879988";"0"
"2023-08-18";"Google";"5576.472000000001";"0"
"2023-08-18";"TikTok";"356.731";"0"
"2023-08-19";"CJ";"2177.0302647500002";"0"
"2023-08-19";"Facebook";"11962.866280800003";"0"
"2023-08-19";"Google";"5132.081";"0"
"2023-08-19";"TikTok";"358.165";"0"
"2023-08-20";"CJ";"971.0289612000001";"0"
"2023-08-20";"Facebook";"34118.13761425";"0"
"2023-08-20";"Google";"5006.386";"0"
"2023-08-20";"TikTok";"342.166";"0"
"2023-08-21";"CJ";"1235.8790336499999";"0"
"2023-08-21";"Facebook";"35507.51534135501";"0"
"2023-08-21";"Google";"4578.182";"0"
"2023-08-21";"TikTok";"355.95000000000005";"0"
"2023-08-22";"CJ";"1902.2187767";"0"
"2023-08-22";"Facebook";"30571.038712060003";"0"
"2023-08-22";"Google";"5755.467999999999";"0"
"2023-08-22";"TikTok";"357.76";"0"
"2023-08-23";"CJ";"818.1258999";"0"
"2023-08-23";"Facebook";"36164.63455467";"0"
"2023-08-23";"Google";"7017.573";"0"
"2023-08-23";"TikTok";"355.472";"0"
"2023-08-24";"CJ";"455.20047793000003";"0"
"2023-08-24";"Facebook";"43157.088900442";"0"
"2023-08-24";"Google";"6248.344999999998";"0"
"2023-08-24";"TikTok";"308.62";"0"
"2023-08-25";"CJ";"668.4594678999999";"0"
"2023-08-25";"Facebook";"20740.967427309995";"0"
"2023-08-25";"Google";"5801.947";"0"
"2023-08-25";"TikTok";"0";"0"
"2023-08-26";"CJ";"1949.0243009999995";"0"
"2023-08-26";"Facebook";"48287.14889949998";"0"
"2023-08-26";"Google";"6809.245";"0"
"2023-08-27";"CJ";"1291.6126789999998";"0"
"2023-08-27";"Facebook";"39575.339643";"0"
"2023-08-27";"Google";"5752.982";"0"
"2023-08-28";"CJ";"2619.3016714699997";"0"
"2023-08-28";"Facebook";"33898.60981667998";"0"
"2023-08-28";"Google";"7912.445000000001";"0"
"2023-08-29";"CJ";"706.4435686";"0"
"2023-08-29";"Facebook";"34272.3765461";"0"
"2023-08-29";"Google";"5862.836";"0"
"2023-08-30";"CJ";"254.68137939999997";"0"
"2023-08-30";"Facebook";"42674.27250019999";"0"
"2023-08-30";"Google";"5798.004000000001";"0"
"2023-08-31";"CJ";"1114.6270023000002";"0"
"2023-08-31";"Facebook";"41499.847207350016";"0"
"2023-08-31";"Google";"4686.000000000001";"0"
"2023-09-01";"CJ";"2339.8594620000003";"0"
"2023-09-01";"Facebook";"31840.84612560001";"0"
"2023-09-01";"Google";"5950.76";"0"
"2023-09-02";"CJ";"985.81306824";"0"
"2023-09-02";"Facebook";"56514.87171792004";"0"
"2023-09-02";"Google";"5717.12";"0"
"2023-09-03";"CJ";"691.7579776800001";"0"
"2023-09-03";"Facebook";"52659.979467480036";"0"
"2023-09-03";"Google";"8575.234";"0"
"2023-09-04";"CJ";"1967.3790889200002";"0"
"2023-09-04";"Facebook";"13998.090731520007";"0"
"2023-09-04";"Google";"5333.970000000001";"0"
"2023-09-05";"CJ";"1883.5375454";"0"
"2023-09-05";"Facebook";"20686.19463424499";"0"
"2023-09-05";"Google";"6615.040000000001";"0"
"2023-09-06";"CJ";"971.86945326";"0"
"2023-09-06";"Facebook";"21121.94060298001";"0"
"2023-09-06";"Google";"7016.870000000001";"0"
"2023-09-07";"CJ";"1828.9460512";"0"
"2023-09-07";"Facebook";"16103.331793869991";"0"
"2023-09-07";"Google";"6891.16";"0"
"2023-09-08";"CJ";"1533.7272371000001";"0"
"2023-09-08";"Facebook";"53728.79204274999";"0"
"2023-09-08";"Google";"7113.319999999998";"0"
"2023-09-09";"CJ";"1645.1571114";"0"
"2023-09-09";"Facebook";"19953.858572999998";"0"
"2023-09-09";"Google";"7246.295999999999";"0"
"2023-09-09";"TikTok";"223.84400000000002";"0"
"2023-09-10";"Facebook";"31740.01559388001";"0"
"2023-09-10";"Google";"6838.950000000001";"0"
"2023-09-10";"TikTok";"1343.895";"0"
"2023-09-11";"CJ";"649.2568875000001";"0"
"2023-09-11";"Facebook";"37103.48737875";"0"
"2023-09-11";"Google";"7346.444999999998";"0"
"2023-09-11";"TikTok";"1328.857";"0"
"2023-09-12";"CJ";"1496.9273177900002";"0"
"2023-09-12";"Facebook";"42594.58811717";"0"
"2023-09-12";"Google";"7827.219999999999";"0"
"2023-09-13";"CJ";"1328.3066892";"0"
"2023-09-13";"Facebook";"38919.47481380001";"0"
"2023-09-13";"Google";"5911.719999999999";"0"
"2023-09-14";"CJ";"782.9052140000001";"0"
"2023-09-14";"Facebook";"31993.296549760016";"0"
"2023-09-14";"Google";"5756.9800000000005";"0"
"2023-09-15";"CJ";"1102.5062994";"0"
"2023-09-15";"Facebook";"26567.72312034";"0"
"2023-09-15";"Google";"4524.0199999999995";"0"
"2023-09-16";"CJ";"1739.8696488000005";"0"
"2023-09-16";"Facebook";"26640.152546685";"0"
"2023-09-16";"Google";"6071.608";"0"
"2023-09-17";"CJ";"2696.8203535500006";"0"
"2023-09-17";"Facebook";"29565.711556109993";"0"
"2023-09-17";"Google";"7224.614";"0"
"2023-09-18";"CJ";"2039.7176375";"0"
"2023-09-18";"Facebook";"25427.365952844993";"0"
"2023-09-18";"Google";"6970.7040000000015";"0"
"2023-09-19";"CJ";"358.05011165";"0"
"2023-09-19";"Facebook";"26936.33640043501";"0"
"2023-09-19";"Google";"6691.592";"0"
"2023-09-20";"CJ";"194.14007469999999";"0"
"2023-09-20";"Facebook";"31774.474851989988";"0"
"2023-09-20";"Google";"5875.08";"0"
"2023-09-21";"CJ";"1656.2630531";"0"
"2023-09-21";"Facebook";"34451.34431504003";"0"
"2023-09-21";"Google";"6988.460000000001";"0"
"2023-09-22";"Facebook";"36447.37885393499";"0"
"2023-09-22";"Google";"5522.25";"0"
"2023-09-23";"CJ";"501.16067999999996";"0"
"2023-09-23";"Facebook";"35269.561509736006";"0"
"2023-09-23";"Google";"4264.460999999999";"0"
"2023-09-24";"CJ";"376.42735519999997";"0"
"2023-09-24";"Facebook";"33863.68329639203";"0"
"2023-09-24";"Google";"6944.646999999999";"0"
"2023-09-25";"CJ";"1053.44944905";"0"
"2023-09-25";"Facebook";"41309.36971440001";"0"
"2023-09-25";"Google";"7092.750999999998";"0"
"2023-09-26";"CJ";"117.97048899999999";"0"
"2023-09-26";"Facebook";"43918.66452400002";"0"
"2023-09-26";"Google";"6778.18";"0"
"2023-09-27";"CJ";"1106.8942178";"0"
"2023-09-27";"Facebook";"33492.681552932";"0"
"2023-09-27";"Google";"6825.79";"0"
"2023-09-28";"CJ";"247.3263078";"0"
"2023-09-28";"Facebook";"33354.92804407502";"0"
"2023-09-28";"Google";"4771.902";"0"
"2023-09-29";"CJ";"173.58554609999996";"0"
"2023-09-29";"Facebook";"30156.080891409976";"0"
"2023-09-29";"Google";"5235.353999999999";"0"
"2023-09-30";"CJ";"867.5784278";"0"
"2023-09-30";"Facebook";"32779.05672739598";"0"
"2023-09-30";"Google";"6192.267";"0"
"2023-10-01";"CJ";"1893.7124096799998";"0"
"2023-10-01";"Facebook";"34725.096837844";"0"
"2023-10-01";"Google";"8138.738";"0"
"2023-10-02";"CJ";"1783.70900883";"0"
"2023-10-02";"Facebook";"30104.617938892006";"0"
"2023-10-02";"Google";"8541.046999999999";"0"
"2023-10-03";"CJ";"314.636216";"0"
"2023-10-03";"Facebook";"27816.555785699988";"0"
"2023-10-03";"Google";"6097.335";"0"
"2023-10-04";"CJ";"132.9627453";"0"
"2023-10-04";"Facebook";"20718.72294828001";"0"
"2023-10-04";"Google";"6320.562000000001";"0"
"2023-10-05";"CJ";"994.7508684";"0"
"2023-10-05";"Facebook";"12423.016642899995";"0"
"2023-10-05";"Google";"5733.67";"0"
"2023-10-06";"CJ";"413.59282060000004";"0"
"2023-10-06";"Facebook";"15671.675388109996";"0"
"2023-10-06";"Google";"5232.104";"0"
"2023-10-07";"CJ";"1379.381549";"0"
"2023-10-07";"Facebook";"19093.38712645001";"0"
"2023-10-07";"Google";"5315.245";"0"
"2023-10-08";"CJ";"826.9055925";"0"
"2023-10-08";"Facebook";"17616.103024000007";"0"
"2023-10-08";"Google";"11212.882999999998";"0"
"2023-10-09";"CJ";"1015.743498";"0"
"2023-10-09";"Facebook";"16649.81678121";"0"
"2023-10-09";"Google";"7304.342000000001";"0"
"2023-10-10";"CJ";"379.2812205";"0"
"2023-10-10";"Facebook";"16455.23311140001";"0"
"2023-10-10";"Google";"5202.644";"0"
"2023-10-11";"CJ";"1263.1349115";"0"
"2023-10-11";"Facebook";"17442.25029085002";"0"
"2023-10-11";"Google";"2519.2270000000003";"0"
"2023-10-12";"CJ";"119.43987905";"0"
"2023-10-12";"Facebook";"17650.187297120017";"0"
"2023-10-12";"Google";"2893.21";"0"
"2023-10-13";"Facebook";"15089.134684964996";"0"
"2023-10-13";"Google";"4245.375";"0"
"2023-10-14";"CJ";"107.2198842";"0"
"2023-10-14";"Facebook";"20438.74935570002";"0"
"2023-10-14";"Google";"3431.626000000001";"0"
"2023-10-15";"CJ";"1242.6116508";"0"
"2023-10-15";"Facebook";"17806.528578539997";"0"
"2023-10-15";"Google";"5087.68";"0"
"2023-10-16";"CJ";"1046.5067010000002";"0"
"2023-10-16";"Facebook";"27944.896815900007";"0"
"2023-10-16";"Google";"4314.564999999999";"0"
"2023-10-17";"CJ";"308.17092854";"0"
"2023-10-17";"Facebook";"26240.535849121";"0"
"2023-10-17";"Google";"5877.3189999999995";"0"
"2023-10-18";"CJ";"150.641973";"0"
"2023-10-18";"Facebook";"26138.1288891";"0"
"2023-10-18";"Google";"4923.939";"0"
"2023-10-19";"CJ";"1504.54979904";"0"
"2023-10-19";"Facebook";"25776.871607645997";"0"
"2023-10-19";"Google";"4379.947000000001";"0"
"2023-10-20";"CJ";"434.9429951999999";"0"
"2023-10-20";"Facebook";"24574.54229916";"0"
"2023-10-20";"Google";"4901.101999999999";"0"
"2023-10-21";"CJ";"1139.8891704000002";"0"
"2023-10-21";"Facebook";"22603.66747175996";"0"
"2023-10-21";"Google";"4476.842000000001";"0"
"2023-10-22";"CJ";"689.4216542400001";"0"
"2023-10-22";"Facebook";"20459.77577447999";"0"
"2023-10-22";"Google";"5000.007";"0"
"2023-10-23";"CJ";"1119.0271811";"0"
"2023-10-23";"Facebook";"20028.773328639996";"0"
"2023-10-23";"Google";"5226.034000000001";"0"
"2023-10-23";"TikTok";"0.349";"0"
"2023-10-24";"CJ";"1313.2654056";"0"
"2023-10-24";"Facebook";"33760.09930688997";"0"
"2023-10-24";"Google";"4788.161999999999";"0"
"2023-10-24";"TikTok";"585.533";"0"
"2023-10-25";"CJ";"1026.8461232";"0"
"2023-10-25";"Facebook";"52296.61941535999";"0"
"2023-10-25";"Google";"4180.592000000001";"0"
"2023-10-25";"TikTok";"588.505";"0"
"2023-10-26";"CJ";"517.9978312949999";"0"
"2023-10-26";"Facebook";"52165.26291774";"0"
"2023-10-26";"Google";"4893.865";"0"
"2023-10-26";"TikTok";"1179.08";"0"
"2023-10-27";"CJ";"1332.757916";"0"
"2023-10-27";"Facebook";"46562.58120066002";"0"
"2023-10-27";"Google";"4999.718999999999";"0"
"2023-10-27";"TikTok";"767.463";"0"
"2023-10-28";"CJ";"1171.612582";"0"
"2023-10-28";"Facebook";"41281.08162892";"0"
"2023-10-28";"Google";"3950.53";"0"
"2023-10-29";"CJ";"836.1283083999999";"0"
"2023-10-29";"Facebook";"33960.15908012001";"0"
"2023-10-29";"Google";"6535.107999999999";"0"
"2023-10-30";"CJ";"1164.4961597";"0"
"2023-10-30";"Facebook";"28940.708304649997";"0"
"2023-10-30";"Google";"6247.335";"0"
"2023-10-31";"CJ";"1188.0130519999998";"0"
"2023-10-31";"Facebook";"28289.574770799998";"0"
"2023-10-31";"Google";"6083.469999999999";"0"
"2023-11-01";"CJ";"793.5191185000001";"0"
"2023-11-01";"Facebook";"18982.672361700003";"0"
"2023-11-01";"Google";"5454.5650000000005";"0"
"2023-11-02";"CJ";"757.3105249500002";"0"
"2023-11-02";"Facebook";"11372.794097714997";"0"
"2023-11-02";"Google";"5940.38";"0"
"2023-11-03";"CJ";"289.08540565";"0"
"2023-11-03";"Facebook";"15450.798651650006";"0"
"2023-11-03";"Google";"6571.96";"0"
"2023-11-04";"CJ";"1268.4024612000003";"0"
"2023-11-04";"Facebook";"14816.888786632";"0"
"2023-11-04";"Google";"5177.384";"0"
"2023-11-05";"CJ";"1600.2222041600003";"0"
"2023-11-05";"Facebook";"15249.233913840002";"0"
"2023-11-05";"Google";"7185.458";"0"
"2023-11-06";"CJ";"1327.2694994999997";"0"
"2023-11-06";"Facebook";"14911.854335175001";"0"
"2023-11-06";"Google";"5537.72";"0"
"2023-11-07";"CJ";"923.3779985999998";"0"
"2023-11-07";"Facebook";"14115.982591529999";"0"
"2023-11-07";"Google";"5808.320000000001";"0"
"2023-11-08";"CJ";"518.7482002";"0"
"2023-11-08";"Facebook";"25507.552613440017";"0"
"2023-11-08";"Google";"6714.17";"0"
"2023-11-09";"CJ";"2102.19758215";"0"
"2023-11-09";"Facebook";"30957.2930779";"0"
"2023-11-09";"Google";"6056.490000000001";"0"
"2023-11-10";"CJ";"1166.13451915";"0"
"2023-11-10";"Facebook";"31645.75029080501";"0"
"2023-11-10";"Google";"5595.950000000001";"0"
"2023-11-11";"CJ";"684.32962416";"0"
"2023-11-11";"Facebook";"25850.69051111999";"0"
"2023-11-11";"Google";"6053.75";"0"
"2023-11-12";"CJ";"1435.4683038399999";"0"
"2023-11-12";"Facebook";"24985.878348719983";"0"
"2023-11-12";"Google";"6661.139999999999";"0"
"2023-11-13";"CJ";"946.6170672";"0"
"2023-11-13";"Facebook";"28100.117110799994";"0"
"2023-11-13";"Google";"7135.32";"0"
"2023-11-14";"CJ";"654.24320516";"0"
"2023-11-14";"Facebook";"31879.212838167987";"0"
"2023-11-14";"Google";"6061.550000000001";"0"
"2023-11-15";"CJ";"252.5639457";"0"
"2023-11-15";"Facebook";"30362.557979325004";"0"
"2023-11-15";"Google";"5647.032999999998";"0"
"2023-11-16";"CJ";"856.3170277500001";"0"
"2023-11-16";"Facebook";"35133.06387262501";"0"
"2023-11-16";"Google";"5335.13";"0"
"2023-11-17";"CJ";"853.846981";"0"
"2023-11-17";"Facebook";"55564.812655755";"0"
