"Channel group";"Channel";"Days";"Marketing spend";"Compare range: Marketing spend"
"Search Paid";"Google";"2024-01-02";"7905.463";"0"
"Social Paid";"Facebook";"2024-01-02";"38392.62499999994";"0"
"Affiliate";"CJ";"2024-01-03";"4224.912260624999";"0"
"Search Paid";"Google";"2024-01-03";"8331.849999999999";"0"
"Social Paid";"Facebook";"2024-01-03";"36633.30499999999";"0"
"Affiliate";"CJ";"2024-01-04";"2082.3376931499997";"0"
"Search Paid";"Google";"2024-01-04";"8026.985000000001";"0"
"Social Paid";"Facebook";"2024-01-04";"33809.88999999992";"0"
"Affiliate";"CJ";"2024-01-05";"4888.90841577";"0"
"Search Paid";"Google";"2024-01-05";"5978.842999999999";"0"
"Social Paid";"Facebook";"2024-01-05";"32747.35900000001";"0"
"Affiliate";"CJ";"2024-01-06";"3808.7294498399997";"0"
"Search Paid";"Google";"2024-01-06";"6479.456";"0"
"Social Paid";"Facebook";"2024-01-06";"32574.21299999995";"0"
"Affiliate";"CJ";"2024-01-07";"1742.7710778800001";"0"
"Search Paid";"Google";"2024-01-07";"9100.062";"0"
"Social Paid";"Facebook";"2024-01-07";"46962.273000000016";"0"
"Affiliate";"CJ";"2024-01-08";"1672.5451824000002";"0"
"Search Paid";"Google";"2024-01-08";"8590.783";"0"
"Social Paid";"Facebook";"2024-01-08";"68778.35400000012";"0"
"Affiliate";"CJ";"2024-01-09";"647.5648607999999";"0"
"Search Paid";"Google";"2024-01-09";"10020.711";"0"
"Social Paid";"Facebook";"2024-01-09";"61091.89499999989";"0"
"Affiliate";"CJ";"2024-01-10";"3966.957170100001";"0"
"Search Paid";"Google";"2024-01-10";"7307.673999999999";"0"
"Social Paid";"Facebook";"2024-01-10";"60745.82200000013";"0"
"Affiliate";"CJ";"2024-01-11";"1232.9032111000001";"0"
"Search Paid";"Google";"2024-01-11";"6267.416000000001";"0"
"Social Paid";"Facebook";"2024-01-11";"58474.78499999996";"0"
"Affiliate";"CJ";"2024-01-12";"585.87357735";"0"
"Search Paid";"Google";"2024-01-12";"6998.496";"0"
"Social Paid";"Facebook";"2024-01-12";"58181.569";"0"
"Affiliate";"CJ";"2024-01-13";"828.5201400000001";"0"
"Search Paid";"Google";"2024-01-13";"6105.117";"0"
"Social Paid";"Facebook";"2024-01-13";"63473.252999999895";"0"
"Affiliate";"CJ";"2024-01-14";"2446.175103";"0"
"Search Paid";"Google";"2024-01-14";"8519.747000000001";"0"
"Social Paid";"Facebook";"2024-01-14";"64910.709999999846";"0"
"Affiliate";"CJ";"2024-01-15";"643.3021994099997";"0"
"Search Paid";"Google";"2024-01-15";"7350.433999999999";"0"
"Social Paid";"Facebook";"2024-01-15";"63290.40099999991";"0"
"Affiliate";"CJ";"2024-01-16";"1608.2444962499999";"0"
"Search Paid";"Google";"2024-01-16";"6939.639999999999";"0"
"Social Paid";"Facebook";"2024-01-16";"56057.22099999995";"0"
"Affiliate";"CJ";"2024-01-17";"1144.5593612";"0"
"Search Paid";"Google";"2024-01-17";"5474.348";"0"
"Social Paid";"Facebook";"2024-01-17";"43576.17299999991";"0"
"Affiliate";"CJ";"2024-01-18";"1169.01846269";"0"
"Search Paid";"Google";"2024-01-18";"5178.226000000001";"0"
"Social Paid";"Facebook";"2024-01-18";"44370.83399999986";"0"
"Affiliate";"CJ";"2024-01-19";"868.6350936";"0"
"Search Paid";"Google";"2024-01-19";"4416.272";"0"
"Social Paid";"Facebook";"2024-01-19";"40447.35599999986";"0"
"Affiliate";"CJ";"2024-01-20";"1831.1489019200003";"0"
"Search Paid";"Google";"2024-01-20";"5577.040000000001";"0"
"Social Paid";"Facebook";"2024-01-20";"43356.33599999994";"0"
"Affiliate";"CJ";"2024-01-21";"400.70117416000005";"0"
"Search Paid";"Google";"2024-01-21";"8800.701000000001";"0"
"Social Paid";"Facebook";"2024-01-21";"43135.24499999992";"0"
"Affiliate";"CJ";"2024-01-22";"782.0564434199999";"0"
"Search Paid";"Google";"2024-01-22";"5872.17";"0"
"Social Paid";"Facebook";"2024-01-22";"35574.46699999987";"0"
"Affiliate";"CJ";"2024-01-23";"1328.10012192";"0"
"Search Paid";"Google";"2024-01-23";"5976.476";"0"
"Social Paid";"Facebook";"2024-01-23";"25703.605000000007";"0"
"Affiliate";"CJ";"2024-01-24";"1006.11744";"0"
"Search Paid";"Google";"2024-01-24";"6371.003000000001";"0"
"Social Paid";"Facebook";"2024-01-24";"34109.58799999987";"0"
"Affiliate";"CJ";"2024-01-25";"451.97435790000003";"0"
"Search Paid";"Google";"2024-01-25";"5783.927";"0"
"Social Paid";"Facebook";"2024-01-25";"23498.713999999993";"0"
"Affiliate";"CJ";"2024-01-26";"1237.2161603200002";"0"
"Search Paid";"Google";"2024-01-26";"5099.719999999999";"0"
"Social Paid";"Facebook";"2024-01-26";"12127.541000000003";"0"
"Affiliate";"CJ";"2024-01-27";"1406.7763710000002";"0"
"Search Paid";"Google";"2024-01-27";"4630.766";"0"
"Social Paid";"Facebook";"2024-01-27";"11102.045999999984";"0"
"Affiliate";"CJ";"2024-01-28";"1188.9913447499998";"0"
"Search Paid";"Google";"2024-01-28";"6307.122";"0"
"Social Paid";"Facebook";"2024-01-28";"14754.514000000014";"0"
"Affiliate";"CJ";"2024-01-29";"5406.85887021";"0"
"Search Paid";"Google";"2024-01-29";"5471.128";"0"
"Social Paid";"Facebook";"2024-01-29";"29467.53799999997";"0"
"Affiliate";"CJ";"2024-01-30";"1009.97514785";"0"
"Search Paid";"Google";"2024-01-30";"5691.410000000001";"0"
"Social Paid";"Facebook";"2024-01-30";"22859.026000000056";"0"
"Social Paid";"TikTok";"2024-01-30";"19.534";"0"
"Affiliate";"CJ";"2024-01-31";"1005.8457264";"0"
"Search Paid";"Google";"2024-01-31";"5878.71";"0"
"Social Paid";"Facebook";"2024-01-31";"17799.487999999983";"0"
"Social Paid";"TikTok";"2024-01-31";"492.272";"0"
"Affiliate";"CJ";"2024-02-01";"423.5290721500001";"0"
"Search Paid";"Google";"2024-02-01";"6302.56";"0"
"Social Paid";"Facebook";"2024-02-01";"15692.073000000015";"0"
"Social Paid";"TikTok";"2024-02-01";"758.593";"0"
"Search Paid";"Google";"2024-02-02";"9101.725999999999";"0"
"Social Paid";"Facebook";"2024-02-02";"15177.993999999995";"0"
"Social Paid";"TikTok";"2024-02-02";"762.765";"0"
"Search Paid";"Google";"2024-02-03";"6824.281";"0"
"Social Paid";"Facebook";"2024-02-03";"14975.592000000006";"0"
"Social Paid";"TikTok";"2024-02-03";"693.747";"0"
"Affiliate";"CJ";"2024-02-04";"989.8012886999999";"0"
"Search Paid";"Google";"2024-02-04";"6855.82";"0"
"Social Paid";"Facebook";"2024-02-04";"17041.242000000006";"0"
"Social Paid";"TikTok";"2024-02-04";"684.832";"0"
"Search Paid";"Google";"2024-02-05";"5781.24";"0"
"Social Paid";"Facebook";"2024-02-05";"18062.720999999983";"0"
"Social Paid";"TikTok";"2024-02-05";"681.093";"0"
"Affiliate";"CJ";"2024-02-06";"396.9380625";"0"
"Search Paid";"Google";"2024-02-06";"4802.8099999999995";"0"
"Social Paid";"Facebook";"2024-02-06";"19035.957000000002";"0"
"Social Paid";"TikTok";"2024-02-06";"684.343";"0"
"Search Paid";"Google";"2024-02-07";"4946.889999999999";"0"
"Social Paid";"Facebook";"2024-02-07";"30899.202999999863";"0"
"Social Paid";"TikTok";"2024-02-07";"659.669";"0"
"Search Paid";"Google";"2024-02-08";"4061.8860000000004";"0"
"Social Paid";"Facebook";"2024-02-08";"15178.790999999981";"0"
"Social Paid";"TikTok";"2024-02-08";"0";"0"
"Affiliate";"CJ";"2024-02-09";"156.78830997";"0"
"Search Paid";"Google";"2024-02-09";"2945.576";"0"
"Social Paid";"Facebook";"2024-02-09";"20017.88699999999";"0"
"Affiliate";"CJ";"2024-02-10";"447.43957499999993";"0"
"Search Paid";"Google";"2024-02-10";"2649.207";"0"
"Social Paid";"Facebook";"2024-02-10";"21739.248999999993";"0"
"Search Paid";"Google";"2024-02-11";"2762.4289999999996";"0"
"Social Paid";"Facebook";"2024-02-11";"22053.440999999995";"0"
"Search Paid";"Google";"2024-02-12";"3032.0999999999995";"0"
"Social Paid";"Facebook";"2024-02-12";"27040.370000000003";"0"
"Search Paid";"Google";"2024-02-13";"2850.08";"0"
"Social Paid";"Facebook";"2024-02-13";"31921.995000000003";"0"
"Search Paid";"Google";"2024-02-14";"3420.4499999999994";"0"
"Social Paid";"Facebook";"2024-02-14";"18374.24099999999";"0"
"Search Paid";"Google";"2024-02-15";"2161";"0"
"Social Paid";"Facebook";"2024-02-15";"19836.172";"0"
"Search Paid";"Google";"2024-02-16";"2416.4300000000003";"0"
"Social Paid";"Facebook";"2024-02-16";"21277.212";"0"
"Search Paid";"Google";"2024-02-17";"2746.71";"0"
"Social Paid";"Facebook";"2024-02-17";"21607.24699999999";"0"
"Affiliate";"CJ";"2024-02-18";"362.11862219999995";"0"
"Search Paid";"Google";"2024-02-18";"2658.1";"0"
"Social Paid";"Facebook";"2024-02-18";"28284.068";"0"
"Search Paid";"Google";"2024-02-19";"3630.2";"0"
"Social Paid";"Facebook";"2024-02-19";"32229.898";"0"
"Search Paid";"Google";"2024-02-20";"2502.9399999999996";"0"
"Social Paid";"Facebook";"2024-02-20";"30281.772000000004";"0"
"Search Paid";"Google";"2024-02-21";"2367.4";"0"
"Social Paid";"Facebook";"2024-02-21";"25147.242999999995";"0"
"Affiliate";"CJ";"2024-02-22";"657.2160576";"0"
"Search Paid";"Google";"2024-02-22";"2759.75";"0"
"Social Paid";"Facebook";"2024-02-22";"32391.50900000001";"0"
"Social Paid";"TikTok";"2024-02-22";"279.424";"0"
"Affiliate";"CJ";"2024-02-23";"296.53626875";"0"
"Search Paid";"Google";"2024-02-23";"5762.99";"0"
"Social Paid";"Facebook";"2024-02-23";"42833.14199999995";"0"
"Social Paid";"TikTok";"2024-02-23";"416.81500000000005";"0"
"Search Paid";"Google";"2024-02-24";"1909.31";"0"
"Social Paid";"Facebook";"2024-02-24";"28590.133999999984";"0"
"Search Paid";"Google";"2024-02-25";"2436.99";"0"
"Social Paid";"Facebook";"2024-02-25";"36646.99099999998";"0"
"Social Paid";"TikTok";"2024-02-25";"677.5350000000001";"0"
"Affiliate";"CJ";"2024-02-26";"351.11663999999996";"0"
"Search Paid";"Google";"2024-02-26";"2309.96";"0"
"Social Paid";"Facebook";"2024-02-26";"27633.94800000001";"0"
"Social Paid";"TikTok";"2024-02-26";"1117.558";"0"
"Search Paid";"Google";"2024-02-27";"2717.09";"0"
"Social Paid";"Facebook";"2024-02-27";"22116.336000000003";"0"
"Social Paid";"TikTok";"2024-02-27";"1037.786";"0"
"Search Paid";"Google";"2024-02-28";"4395.02";"0"
"Social Paid";"Facebook";"2024-02-28";"13700.384999999998";"0"
"Social Paid";"TikTok";"2024-02-28";"0.224";"0"
"Search Paid";"Google";"2024-02-29";"3544.08";"0"
"Social Paid";"Facebook";"2024-02-29";"12255.569000000005";"0"
"Search Paid";"Google";"2024-03-01";"2214.6399999999994";"0"
"Social Paid";"Facebook";"2024-03-01";"17630.656000000014";"0"
"Search Paid";"Google";"2024-03-02";"2366.03";"0"
"Social Paid";"Facebook";"2024-03-02";"36766.912999999964";"0"
"Social Paid";"TikTok";"2024-03-02";"5289.225";"0"
"Search Paid";"Google";"2024-03-03";"2620.97";"0"
"Social Paid";"Facebook";"2024-03-03";"32420.83200000003";"0"
"Social Paid";"TikTok";"2024-03-03";"6464.584000000001";"0"
"Search Paid";"Google";"2024-03-04";"2794.44";"0"
"Social Paid";"Facebook";"2024-03-04";"36755.72699999994";"0"
"Social Paid";"TikTok";"2024-03-04";"5310.544";"0"
"Search Paid";"Google";"2024-03-05";"2937.3199999999997";"0"
"Social Paid";"Facebook";"2024-03-05";"50378.10199999999";"0"
"Social Paid";"TikTok";"2024-03-05";"8110.5650000000005";"0"
"Affiliate";"CJ";"2024-03-06";"298.429025";"0"
"Search Paid";"Google";"2024-03-06";"2267.1200000000003";"0"
"Social Paid";"Facebook";"2024-03-06";"43857.27199999998";"0"
"Social Paid";"TikTok";"2024-03-06";"6339.045";"0"
"Affiliate";"CJ";"2024-03-07";"346.76771625000003";"0"
"Search Paid";"Google";"2024-03-07";"78.22";"0"
"Social Paid";"Facebook";"2024-03-07";"10775.906000000012";"0"
"Search Paid";"Google";"2024-03-08";"274.63";"0"
"Social Paid";"Facebook";"2024-03-08";"11928.470999999989";"0"
"Affiliate";"CJ";"2024-03-09";"131.6210805";"0"
"Search Paid";"Google";"2024-03-09";"130.59";"0"
"Social Paid";"Facebook";"2024-03-09";"21718.647999999997";"0"
"Search Paid";"Google";"2024-03-10";"204.6";"0"
"Social Paid";"Facebook";"2024-03-10";"23041.78";"0"
"Affiliate";"CJ";"2024-03-11";"296.403345";"0"
"Search Paid";"Google";"2024-03-11";"87.27";"0"
"Social Paid";"Facebook";"2024-03-11";"23729.793000000005";"0"
"Affiliate";"CJ";"2024-03-12";"49.9178128";"0"
"Search Paid";"Google";"2024-03-12";"47.21";"0"
"Social Paid";"Facebook";"2024-03-12";"17124.932999999997";"0"
"Search Paid";"Google";"2024-03-13";"97.92";"0"
"Social Paid";"Facebook";"2024-03-13";"25747.438000000013";"0"
"Search Paid";"Google";"2024-03-14";"42.35";"0"
"Social Paid";"Facebook";"2024-03-14";"20197.302000000018";"0"
"Affiliate";"CJ";"2024-03-15";"550.3749982500001";"0"
"Search Paid";"Google";"2024-03-15";"162.18";"0"
"Social Paid";"Facebook";"2024-03-15";"30698.25700000002";"0"
"Search Paid";"Google";"2024-03-16";"111.79";"0"
"Social Paid";"Facebook";"2024-03-16";"87423.14799999993";"0"
"Search Paid";"Google";"2024-03-17";"247.6";"0"
"Social Paid";"Facebook";"2024-03-17";"102800.37599999999";"0"
"Affiliate";"CJ";"2024-03-18";"461.11411749999996";"0"
"Search Paid";"Google";"2024-03-18";"235.74";"0"
"Social Paid";"Facebook";"2024-03-18";"80097.24699999997";"0"
"Search Paid";"Google";"2024-03-19";"66.93";"0"
"Social Paid";"Facebook";"2024-03-19";"74714.556";"0"
"Search Paid";"Google";"2024-03-20";"65.18";"0"
"Social Paid";"Facebook";"2024-03-20";"41629.22500000001";"0"
"Affiliate";"CJ";"2024-03-21";"136.86189";"0"
"Search Paid";"Google";"2024-03-21";"79.25";"0"
"Social Paid";"Facebook";"2024-03-21";"40791.166";"0"
"Affiliate";"CJ";"2024-03-22";"56.763153";"0"
"Search Paid";"Google";"2024-03-22";"77.68";"0"
"Social Paid";"Facebook";"2024-03-22";"45597.59099999997";"0"
"Search Paid";"Google";"2024-03-23";"57.5";"0"
"Social Paid";"Facebook";"2024-03-23";"49898.50599999995";"0"
"Search Paid";"Google";"2024-03-24";"116.28";"0"
"Social Paid";"Facebook";"2024-03-24";"46776.01599999996";"0"
"Search Paid";"Google";"2024-03-25";"117.06";"0"
"Social Paid";"Facebook";"2024-03-25";"40894.99299999997";"0"
"Search Paid";"Google";"2024-03-26";"56.36";"0"
"Social Paid";"Facebook";"2024-03-26";"21558.620999999996";"0"
"Social Paid";"TikTok";"2024-03-26";"573.198";"0"
"Affiliate";"CJ";"2024-03-27";"407.4673154";"0"
"Search Paid";"Google";"2024-03-27";"27.35";"0"
"Social Paid";"Facebook";"2024-03-27";"55817.237999999954";"0"
"Social Paid";"TikTok";"2024-03-27";"573.538";"0"
"Search Paid";"Google";"2024-03-28";"170.9";"0"
"Social Paid";"Facebook";"2024-03-28";"49372.11099999999";"0"
"Social Paid";"TikTok";"2024-03-28";"574.822";"0"
"Search Paid";"Google";"2024-03-29";"73.99";"0"
"Social Paid";"Facebook";"2024-03-29";"26383.541000000005";"0"
"Social Paid";"TikTok";"2024-03-29";"577.277";"0"
"Search Paid";"Google";"2024-03-30";"68.23";"0"
"Social Paid";"Facebook";"2024-03-30";"35137.14399999999";"0"
"Social Paid";"TikTok";"2024-03-30";"575.49";"0"
"Search Paid";"Google";"2024-03-31";"52.11";"0"
"Social Paid";"Facebook";"2024-03-31";"43718.91400000002";"0"
"Social Paid";"TikTok";"2024-03-31";"575.49";"0"
"Search Paid";"Google";"2024-04-01";"67.21";"0"
"Social Paid";"Facebook";"2024-04-01";"47300.884999999995";"0"
"Social Paid";"TikTok";"2024-04-01";"576.069";"0"
"Affiliate";"CJ";"2024-04-02";"183.95014105";"0"
"Search Paid";"Google";"2024-04-02";"83.92";"0"
"Social Paid";"Facebook";"2024-04-02";"35228.887";"0"
"Social Paid";"TikTok";"2024-04-02";"579.687";"0"
"Search Paid";"Google";"2024-04-03";"139.14";"0"
"Social Paid";"Facebook";"2024-04-03";"30110.435999999994";"0"
"Social Paid";"TikTok";"2024-04-03";"578.594";"0"
"Search Paid";"Google";"2024-04-04";"44.49";"0"
"Social Paid";"Facebook";"2024-04-04";"30917.752999999997";"0"
"Social Paid";"TikTok";"2024-04-04";"576.347";"0"
"Search Paid";"Google";"2024-04-05";"81.49";"0"
"Social Paid";"Facebook";"2024-04-05";"26294.386999999995";"0"
"Social Paid";"TikTok";"2024-04-05";"577.183";"0"
"Search Paid";"Google";"2024-04-06";"65.91";"0"
"Social Paid";"Facebook";"2024-04-06";"28088.858999999997";"0"
"Social Paid";"TikTok";"2024-04-06";"579.106";"0"
"Search Paid";"Google";"2024-04-07";"36.84";"0"
"Social Paid";"Facebook";"2024-04-07";"31130.88599999999";"0"
"Social Paid";"TikTok";"2024-04-07";"579.106";"0"
"Search Paid";"Google";"2024-04-08";"78.62";"0"
"Social Paid";"Facebook";"2024-04-08";"27988.487999999998";"0"
"Social Paid";"TikTok";"2024-04-08";"576.386";"0"
"Search Paid";"Google";"2024-04-09";"44.7";"0"
"Social Paid";"Facebook";"2024-04-09";"26042.771999999997";"0"
"Social Paid";"TikTok";"2024-04-09";"573.626";"0"
"Search Paid";"Google";"2024-04-10";"75.74";"0"
"Social Paid";"Facebook";"2024-04-10";"18460.977";"0"
"Social Paid";"TikTok";"2024-04-10";"572.914";"0"
"Search Paid";"Google";"2024-04-11";"51.14";"0"
"Social Paid";"Facebook";"2024-04-11";"14590.977";"0"
"Social Paid";"TikTok";"2024-04-11";"575.725";"0"
"Search Paid";"Google";"2024-04-12";"133.65";"0"
"Social Paid";"Facebook";"2024-04-12";"22490.968000000008";"0"
"Social Paid";"TikTok";"2024-04-12";"301.978";"0"
"Search Paid";"Google";"2024-04-13";"62.89";"0"
"Social Paid";"Facebook";"2024-04-13";"23661.823";"0"
"Affiliate";"CJ";"2024-04-14";"213.16575840000002";"0"
"Search Paid";"Google";"2024-04-14";"74.88";"0"
"Social Paid";"Facebook";"2024-04-14";"22325.413999999997";"0"
"Search Paid";"Google";"2024-04-15";"24.11";"0"
"Social Paid";"Facebook";"2024-04-15";"35307.47400000001";"0"
"Search Paid";"Google";"2024-04-16";"79.89";"0"
"Social Paid";"Facebook";"2024-04-16";"34560.72899999999";"0"
"Social Paid";"TikTok";"2024-04-16";"578.948";"0"
"Search Paid";"Google";"2024-04-17";"63.54";"0"
"Social Paid";"Facebook";"2024-04-17";"31470.603";"0"
"Social Paid";"TikTok";"2024-04-17";"581.561";"0"
"Search Paid";"Google";"2024-04-18";"107.61";"0"
"Social Paid";"Facebook";"2024-04-18";"27914.911999999997";"0"
"Social Paid";"TikTok";"2024-04-18";"583.368";"0"
"Search Paid";"Google";"2024-04-19";"111.14";"0"
"Social Paid";"Facebook";"2024-04-19";"28389.267999999996";"0"
"Social Paid";"TikTok";"2024-04-19";"584.642";"0"
"Affiliate";"CJ";"2024-04-20";"192.08024000000003";"0"
"Search Paid";"Google";"2024-04-20";"79.38";"0"
"Social Paid";"Facebook";"2024-04-20";"30579.612";"0"
"Social Paid";"TikTok";"2024-04-20";"582.059";"0"
"Search Paid";"Google";"2024-04-21";"78.17";"0"
"Social Paid";"Facebook";"2024-04-21";"36723.779";"0"
"Social Paid";"TikTok";"2024-04-21";"582.059";"0"
"Search Paid";"Google";"2024-04-22";"160.19";"0"
"Social Paid";"Facebook";"2024-04-22";"28557.489999999998";"0"
"Social Paid";"TikTok";"2024-04-22";"581.929";"0"
"Affiliate";"CJ";"2024-04-23";"312.83349375";"0"
"Search Paid";"Google";"2024-04-23";"52.16";"0"
"Social Paid";"Facebook";"2024-04-23";"27154.817000000003";"0"
"Social Paid";"TikTok";"2024-04-23";"579.701";"0"
"Search Paid";"Google";"2024-04-24";"96.9";"0"
"Social Paid";"Facebook";"2024-04-24";"26004.505";"0"
"Social Paid";"TikTok";"2024-04-24";"578.471";"0"
"Search Paid";"Google";"2024-04-25";"202.43";"0"
"Social Paid";"Facebook";"2024-04-25";"27511.517";"0"
"Social Paid";"TikTok";"2024-04-25";"582.04";"0"
"Affiliate";"CJ";"2024-04-26";"925.3337999999999";"0"
"Search Paid";"Google";"2024-04-26";"117.35";"0"
"Social Paid";"Facebook";"2024-04-26";"29244.143";"0"
"Social Paid";"TikTok";"2024-04-26";"583.643";"0"
"Affiliate";"CJ";"2024-04-27";"169.87276799999998";"0"
"Search Paid";"Google";"2024-04-27";"153.78";"0"
"Social Paid";"Facebook";"2024-04-27";"32679.265000000003";"0"
"Social Paid";"TikTok";"2024-04-27";"582.72";"0"
"Affiliate";"CJ";"2024-04-28";"822.4673184";"0"
"Search Paid";"Google";"2024-04-28";"112.91";"0"
"Social Paid";"Facebook";"2024-04-28";"34686.495";"0"
"Social Paid";"TikTok";"2024-04-28";"582.72";"0"
"Affiliate";"CJ";"2024-04-29";"446.459455";"0"
"Search Paid";"Google";"2024-04-29";"123.54";"0"
"Social Paid";"Facebook";"2024-04-29";"32988.89";"0"
"Social Paid";"TikTok";"2024-04-29";"415.807";"0"
"Search Paid";"Google";"2024-04-30";"120.76";"0"
"Social Paid";"Facebook";"2024-04-30";"27299.066";"0"
"Search Paid";"Google";"2024-05-01";"110.234";"0"
"Social Paid";"Facebook";"2024-05-01";"42920.60500000002";"0"
"Search Paid";"Google";"2024-05-02";"123.228";"0"
"Social Paid";"Facebook";"2024-05-02";"35185.264";"0"
"Search Paid";"Google";"2024-05-03";"158.102";"0"
"Social Paid";"Facebook";"2024-05-03";"42411.492000000006";"0"
"Affiliate";"CJ";"2024-05-04";"321.901238";"0"
"Search Paid";"Google";"2024-05-04";"78.086";"0"
"Social Paid";"Facebook";"2024-05-04";"44613.119000000006";"0"
"Search Paid";"Google";"2024-05-05";"102.757";"0"
"Social Paid";"Facebook";"2024-05-05";"47668.08899999999";"0"
"Affiliate";"CJ";"2024-05-06";"401.16758175";"0"
"Search Paid";"Google";"2024-05-06";"108.38";"0"
"Social Paid";"Facebook";"2024-05-06";"46440.16400000001";"0"
"Search Paid";"Google";"2024-05-07";"103.71";"0"
"Social Paid";"Facebook";"2024-05-07";"48879.76100000003";"0"
"Affiliate";"CJ";"2024-05-08";"446.59352499999994";"0"
"Search Paid";"Google";"2024-05-08";"107.29";"0"
"Social Paid";"Facebook";"2024-05-08";"46467.353";"0"
"Search Paid";"Google";"2024-05-09";"88.16";"0"
"Social Paid";"Facebook";"2024-05-09";"50148.74099999999";"0"
"Affiliate";"CJ";"2024-05-10";"187.5051319";"0"
"Search Paid";"Google";"2024-05-10";"132.93";"0"
"Social Paid";"Facebook";"2024-05-10";"44945.152000000024";"0"
"Affiliate";"CJ";"2024-05-11";"882.69025";"0"
"Search Paid";"Google";"2024-05-11";"162.7";"0"
"Social Paid";"Facebook";"2024-05-11";"33731.80800000005";"0"
"Search Paid";"Google";"2024-05-12";"80.119";"0"
"Social Paid";"Facebook";"2024-05-12";"26906.461000000003";"0"
"Search Paid";"Google";"2024-05-13";"82.26";"0"
"Social Paid";"Facebook";"2024-05-13";"29408.33999999999";"0"
"Search Paid";"Google";"2024-05-14";"56.8";"0"
"Social Paid";"Facebook";"2024-05-14";"43050.475999999995";"0"
"Search Paid";"Google";"2024-05-15";"96.97";"0"
"Social Paid";"Facebook";"2024-05-15";"44688.229";"0"
"Search Paid";"Google";"2024-05-16";"38.41";"0"
"Social Paid";"Facebook";"2024-05-16";"32525.169999999984";"0"
"Affiliate";"CJ";"2024-05-17";"799.0839961999999";"0"
"Search Paid";"Google";"2024-05-17";"54.74";"0"
"Social Paid";"Facebook";"2024-05-17";"32364.881000000016";"0"
"Search Paid";"Google";"2024-05-18";"124.8";"0"
"Social Paid";"Facebook";"2024-05-18";"33326.91200000003";"0"
"Search Paid";"Google";"2024-05-19";"137.55";"0"
"Social Paid";"Facebook";"2024-05-19";"32799.93300000002";"0"
"Search Paid";"Google";"2024-05-20";"108.05";"0"
"Social Paid";"Facebook";"2024-05-20";"30749.493999999984";"0"
"Search Paid";"Google";"2024-05-21";"120.38";"0"
"Social Paid";"Facebook";"2024-05-21";"30255.638";"0"
"Search Paid";"Google";"2024-05-22";"49.35";"0"
"Social Paid";"Facebook";"2024-05-22";"25286.198999999997";"0"
"Affiliate";"CJ";"2024-05-23";"439.5642800000001";"0"
"Search Paid";"Google";"2024-05-23";"55.4";"0"
"Social Paid";"Facebook";"2024-05-23";"28779.979000000007";"0"
"Search Paid";"Google";"2024-05-24";"68.21";"0"
"Social Paid";"Facebook";"2024-05-24";"33718.076";"0"
"Search Paid";"Google";"2024-05-25";"65.78";"0"
"Social Paid";"Facebook";"2024-05-25";"35922.87500000001";"0"
"Affiliate";"CJ";"2024-05-26";"214.68350800000002";"0"
"Search Paid";"Google";"2024-05-26";"69.61";"0"
"Social Paid";"Facebook";"2024-05-26";"35195.06699999999";"0"
"Search Paid";"Google";"2024-05-27";"89.28";"0"
"Social Paid";"Facebook";"2024-05-27";"34600.63099999998";"0"
"Search Paid";"Google";"2024-05-28";"188.68";"0"
"Social Paid";"Facebook";"2024-05-28";"44704.581999999995";"0"
"Social Paid";"TikTok";"2024-05-28";"575.753";"0"
"Search Paid";"Google";"2024-05-29";"76.95";"0"
"Social Paid";"Facebook";"2024-05-29";"31140.674000000006";"0"
"Social Paid";"TikTok";"2024-05-29";"574.552";"0"
"Search Paid";"Google";"2024-05-30";"63.983";"0"
"Social Paid";"Facebook";"2024-05-30";"28771.12799999999";"0"
"Social Paid";"TikTok";"2024-05-30";"576.662";"0"
"Affiliate";"CJ";"2024-05-31";"807.2892684000001";"0"
"Search Paid";"Google";"2024-05-31";"72.31";"0"
"Social Paid";"Facebook";"2024-05-31";"31029.73299999998";"0"
"Social Paid";"TikTok";"2024-05-31";"573.296";"0"
"Search Paid";"Google";"2024-06-01";"103.46";"0"
"Social Paid";"Facebook";"2024-06-01";"32343.119";"0"
"Social Paid";"TikTok";"2024-06-01";"117.283";"0"
"Affiliate";"CJ";"2024-06-02";"569.6870399999999";"0"
"Search Paid";"Google";"2024-06-02";"58.6";"0"
"Social Paid";"Facebook";"2024-06-02";"32538.50400000001";"0"
"Social Paid";"TikTok";"2024-06-02";"2.176";"0"
"Search Paid";"Google";"2024-06-03";"154.53";"0"
"Social Paid";"Facebook";"2024-06-03";"35966.78400000001";"0"
"Social Paid";"TikTok";"2024-06-03";"0";"0"
"Affiliate";"CJ";"2024-06-04";"127.94559805000003";"0"
"Search Paid";"Google";"2024-06-04";"76.13";"0"
"Social Paid";"Facebook";"2024-06-04";"36899.10399999999";"0"
"Social Paid";"TikTok";"2024-06-04";"567.92";"0"
"Affiliate";"CJ";"2024-06-05";"224.6237224";"0"
"Search Paid";"Google";"2024-06-05";"74.17";"0"
"Social Paid";"Facebook";"2024-06-05";"39117.51599999999";"0"
"Social Paid";"TikTok";"2024-06-05";"566.81";"0"
"Search Paid";"Google";"2024-06-06";"66.89";"0"
"Social Paid";"Facebook";"2024-06-06";"31590.57799999998";"0"
"Social Paid";"TikTok";"2024-06-06";"564.687";"0"
"Search Paid";"Google";"2024-06-07";"75.23";"0"
"Social Paid";"Facebook";"2024-06-07";"69736.575";"0"
