Market,Date,Total Spend
MN,2024-12-09,0.0
ME,2024-12-09,6.32
MA,2024-12-09,2.4
MZ,2024-12-09,0.11
MM,2024-12-09,0.22
,2024-12-09,0.0
NP,2024-12-09,0.22
NL,2024-12-09,241.14
NC,2024-12-09,0.22
NZ,2024-12-09,16.13
NI,2024-12-09,0.0
,2024-12-09,0.0
NG,2024-12-09,0.44
NF,2024-12-09,0.0
NO,2024-12-09,183.8
OM,2024-12-09,2.62
PK,2024-12-09,3.38
,2024-12-09,0.22
PA,2024-12-09,2.18
PG,2024-12-09,0.0
PY,2024-12-09,0.33
PE,2024-12-09,1.42
PH,2024-12-09,5.78
PL,2024-12-09,33.36
PT,2024-12-09,146.51
PR,2024-12-09,17.12
QA,2024-12-09,35.65
RO,2024-12-09,26.38
RW,2024-12-09,0.0
RE,2024-12-09,0.0
KN,2024-12-09,0.11
LC,2024-12-09,0.0
,2024-12-09,0.11
,2024-12-09,0.55
,2024-12-09,0.0
SM,2024-12-09,0.33
ST,2024-12-09,0.0
SA,2024-12-09,48.95
SN,2024-12-09,0.98
RS,2024-12-09,20.82
SC,2024-12-09,0.76
SL,2024-12-09,0.0
SG,2024-12-09,102.15
,2024-12-09,0.0
SK,2024-12-09,38.26
SI,2024-12-09,24.96
SO,2024-12-09,0.22
ZA,2024-12-09,22.35
ES,2024-12-09,450.55
LK,2024-12-09,0.44
SR,2024-12-09,0.0
SJ,2024-12-09,0.0
,2024-12-09,0.0
SE,2024-12-09,3552.84
CH,2024-12-09,230.02
TW,2024-12-09,30.52
TJ,2024-12-09,0.0
TZ,2024-12-09,0.0
TH,2024-12-09,19.95
TL,2024-12-09,0.22
TT,2024-12-09,2.29
TN,2024-12-09,0.33
TR,2024-12-09,17.01
TM,2024-12-09,1.74
,2024-12-09,0.44
UG,2024-12-09,0.11
UA,2024-12-09,6.0
AE,2024-12-09,198.29
GB,2024-12-09,1195.98
US,2024-12-09,1947.08
UY,2024-12-09,0.11
UZ,2024-12-09,0.55
VE,2024-12-09,1.96
VN,2024-12-09,1.2
,2024-12-09,0.65
YE,2024-12-09,0.0
ZM,2024-12-09,0.0
ZW,2024-12-09,0.33
AL,2024-12-10,1.32
DZ,2024-12-10,1.53
AD,2024-12-10,2.19
AO,2024-12-10,1.1
AQ,2024-12-10,0.0
AG,2024-12-10,0.22
AR,2024-12-10,3.18
AM,2024-12-10,1.86
AW,2024-12-10,0.88
AU,2024-12-10,436.51
AT,2024-12-10,153.54
AZ,2024-12-10,2.08
BS,2024-12-10,0.88
BH,2024-12-10,12.93
BD,2024-12-10,0.0
BB,2024-12-10,0.11
BY,2024-12-10,1.32
BE,2024-12-10,333.06
BZ,2024-12-10,0.0
BJ,2024-12-10,0.0
BM,2024-12-10,0.44
BT,2024-12-10,0.11
,2024-12-10,0.44
BQ,2024-12-10,0.0
BA,2024-12-10,2.96
BW,2024-12-10,0.0
BR,2024-12-10,30.69
,2024-12-10,0.22
BN,2024-12-10,0.44
BG,2024-12-10,8.0
BF,2024-12-10,0.0
KH,2024-12-10,0.66
CM,2024-12-10,0.0
CA,2024-12-10,413.06
,2024-12-10,0.0
KY,2024-12-10,2.19
TD,2024-12-10,0.0
CL,2024-12-10,3.73
CN,2024-12-10,6.79
CO,2024-12-10,5.15
,2024-12-10,0.0
CD,2024-12-10,0.0
CR,2024-12-10,2.3
HR,2024-12-10,60.72
CW,2024-12-10,0.11
CY,2024-12-10,50.74
CZ,2024-12-10,131.62
CI,2024-12-10,0.11
DK,2024-12-10,262.81
DO,2024-12-10,8.22
EC,2024-12-10,2.74
EG,2024-12-10,1.42
SV,2024-12-10,0.44
GQ,2024-12-10,0.0
EE,2024-12-10,52.06
ET,2024-12-10,0.0
FO,2024-12-10,0.33
FJ,2024-12-10,0.33
FI,2024-12-10,116.28
FR,2024-12-10,425.33
PF,2024-12-10,0.11
GA,2024-12-10,0.0
GE,2024-12-10,7.78
DE,2024-12-10,576.35
GH,2024-12-10,0.11
GI,2024-12-10,3.18
GR,2024-12-10,210.97
GL,2024-12-10,0.0
GD,2024-12-10,0.33
GP,2024-12-10,0.0
GU,2024-12-10,0.55
GT,2024-12-10,3.18
GG,2024-12-10,8.22
GN,2024-12-10,0.0
GY,2024-12-10,0.0
HT,2024-12-10,2.08
HN,2024-12-10,0.11
HK,2024-12-10,156.94
HU,2024-12-10,46.58
IS,2024-12-10,52.61
IN,2024-12-10,26.52
ID,2024-12-10,9.1
IQ,2024-12-10,0.33
IE,2024-12-10,146.2
IM,2024-12-10,4.27
IL,2024-12-10,60.82
IT,2024-12-10,232.12
JM,2024-12-10,0.33
JP,2024-12-10,48.55
JE,2024-12-10,26.63
JO,2024-12-10,1.64
KZ,2024-12-10,3.18
KE,2024-12-10,0.77
KR,2024-12-10,62.47
RS,2024-12-10,1.75
KW,2024-12-10,39.45
KG,2024-12-10,0.11
LA,2024-12-10,0.0
LV,2024-12-10,56.88
LB,2024-12-10,4.16
LS,2024-12-10,0.11
LR,2024-12-10,0.0
LY,2024-12-10,0.22
LI,2024-12-10,1.1
LT,2024-12-10,154.53
LU,2024-12-10,34.96
MO,2024-12-10,1.1
MK,2024-12-10,0.44
MG,2024-12-10,0.0
MW,2024-12-10,0.0
MY,2024-12-10,4.49
MV,2024-12-10,1.97
ML,2024-12-10,0.0
MT,2024-12-10,20.71
MQ,2024-12-10,0.99
MU,2024-12-10,0.33
YT,2024-12-10,0.0
MX,2024-12-10,44.06
MD,2024-12-10,2.96
MC,2024-12-10,19.4
MN,2024-12-10,0.22
ME,2024-12-10,13.26
MA,2024-12-10,8.88
MZ,2024-12-10,0.11
MM,2024-12-10,0.11
,2024-12-10,0.0
NP,2024-12-10,0.44
NL,2024-12-10,275.63
NC,2024-12-10,0.11
NZ,2024-12-10,14.25
NI,2024-12-10,0.11
,2024-12-10,0.0
NG,2024-12-10,1.1
NF,2024-12-10,0.0
NO,2024-12-10,203.08
OM,2024-12-10,3.29
PK,2024-12-10,2.96
,2024-12-10,0.11
PA,2024-12-10,2.52
PY,2024-12-10,0.77
PE,2024-12-10,2.19
PH,2024-12-10,6.25
PL,2024-12-10,43.73
PT,2024-12-10,161.65
PR,2024-12-10,18.96
QA,2024-12-10,49.87
RO,2024-12-10,19.62
RW,2024-12-10,0.0
RE,2024-12-10,0.44
KN,2024-12-10,0.0
LC,2024-12-10,0.11
,2024-12-10,0.22
,2024-12-10,0.55
,2024-12-10,0.44
SM,2024-12-10,0.22
ST,2024-12-10,0.0
SA,2024-12-10,46.58
SN,2024-12-10,0.88
RS,2024-12-10,33.86
SC,2024-12-10,1.1
SL,2024-12-10,0.0
SG,2024-12-10,140.72
,2024-12-10,0.0
SK,2024-12-10,46.47
SI,2024-12-10,33.43
SO,2024-12-10,0.22
ZA,2024-12-10,34.63
SS,2024-12-10,0.11
ES,2024-12-10,471.36
LK,2024-12-10,0.44
SR,2024-12-10,0.11
,2024-12-10,0.0
SE,2024-12-10,5272.02
CH,2024-12-10,268.07
TW,2024-12-10,34.52
TJ,2024-12-10,0.0
TZ,2024-12-10,0.77
TH,2024-12-10,22.03
TL,2024-12-10,0.0
TT,2024-12-10,4.49
TN,2024-12-10,0.99
TR,2024-12-10,13.59
TM,2024-12-10,0.55
,2024-12-10,0.22
UG,2024-12-10,0.44
UA,2024-12-10,5.48
AE,2024-12-10,314.43
GB,2024-12-10,1410.91
US,2024-12-10,2311.56
UY,2024-12-10,0.33
UZ,2024-12-10,0.55
VE,2024-12-10,1.53
VN,2024-12-10,1.97
,2024-12-10,0.66
YE,2024-12-10,0.0
ZM,2024-12-10,0.0
ZW,2024-12-10,0.22
AF,2024-12-11,0.0
AL,2024-12-11,1.1
DZ,2024-12-11,0.77
AD,2024-12-11,1.64
AO,2024-12-11,0.22
AG,2024-12-11,0.0
AR,2024-12-11,3.95
AM,2024-12-11,1.43
AW,2024-12-11,0.22
AU,2024-12-11,338.88
AT,2024-12-11,141.1
AZ,2024-12-11,1.53
BS,2024-12-11,1.97
BH,2024-12-11,2.19
BD,2024-12-11,0.22
BB,2024-12-11,0.55
BY,2024-12-11,0.99
BE,2024-12-11,269.15
BZ,2024-12-11,0.0
BM,2024-12-11,0.88
BT,2024-12-11,0.22
,2024-12-11,0.11
BQ,2024-12-11,0.11
BA,2024-12-11,3.62
BR,2024-12-11,27.19
,2024-12-11,0.11
BN,2024-12-11,0.55
BG,2024-12-11,10.52
BF,2024-12-11,0.11
KH,2024-12-11,0.55
CM,2024-12-11,0.0
CA,2024-12-11,467.37
KY,2024-12-11,2.08
CL,2024-12-11,3.07
CN,2024-12-11,4.28
CO,2024-12-11,5.04
,2024-12-11,0.0
CD,2024-12-11,0.0
CR,2024-12-11,1.97
HR,2024-12-11,48.24
CW,2024-12-11,0.33
CY,2024-12-11,46.92
CZ,2024-12-11,99.99
CI,2024-12-11,0.44
DK,2024-12-11,196.9
DJ,2024-12-11,0.0
DO,2024-12-11,7.56
EC,2024-12-11,1.64
EG,2024-12-11,1.53
SV,2024-12-11,0.22
GQ,2024-12-11,0.11
EE,2024-12-11,34.86
ET,2024-12-11,0.0
FO,2024-12-11,1.1
FJ,2024-12-11,0.22
FI,2024-12-11,81.9
FR,2024-12-11,344.03
PF,2024-12-11,0.11
GA,2024-12-11,0.33
GE,2024-12-11,5.92
DE,2024-12-11,447.09
GH,2024-12-11,0.0
GI,2024-12-11,1.75
GR,2024-12-11,164.89
GL,2024-12-11,0.0
GD,2024-12-11,0.11
GP,2024-12-11,0.33
GU,2024-12-11,0.33
GT,2024-12-11,2.74
GG,2024-12-11,6.8
GN,2024-12-11,0.0
GY,2024-12-11,0.0
HT,2024-12-11,1.53
HN,2024-12-11,0.66
HK,2024-12-11,152.28
HU,2024-12-11,38.48
IS,2024-12-11,56.35
IN,2024-12-11,26.97
ID,2024-12-11,5.92
IQ,2024-12-11,0.99
IE,2024-12-11,136.93
IM,2024-12-11,2.74
IL,2024-12-11,42.98
IT,2024-12-11,188.02
JM,2024-12-11,0.99
JP,2024-12-11,56.68
JE,2024-12-11,17.87
JO,2024-12-11,1.32
KZ,2024-12-11,1.32
KE,2024-12-11,0.55
KR,2024-12-11,70.82
RS,2024-12-11,1.43
KW,2024-12-11,34.64
KG,2024-12-11,0.33
LA,2024-12-11,0.11
LV,2024-12-11,34.1
LB,2024-12-11,14.58
LY,2024-12-11,0.11
LI,2024-12-11,1.86
LT,2024-12-11,101.52
LU,2024-12-11,30.48
MO,2024-12-11,1.97
MK,2024-12-11,0.22
MG,2024-12-11,0.0
MW,2024-12-11,0.0
MY,2024-12-11,4.93
MV,2024-12-11,0.88
ML,2024-12-11,0.0
MT,2024-12-11,17.32
MQ,2024-12-11,1.21
MR,2024-12-11,0.0
MU,2024-12-11,0.11
YT,2024-12-11,0.0
MX,2024-12-11,49.88
MD,2024-12-11,4.06
MC,2024-12-11,16.34
MN,2024-12-11,0.11
ME,2024-12-11,3.07
MA,2024-12-11,3.4
MZ,2024-12-11,0.0
MM,2024-12-11,0.0
,2024-12-11,0.0
NP,2024-12-11,0.0
NL,2024-12-11,232.86
NC,2024-12-11,0.0
NZ,2024-12-11,15.02
NI,2024-12-11,0.0
NG,2024-12-11,0.88
NF,2024-12-11,0.0
NO,2024-12-11,160.61
OM,2024-12-11,1.64
PK,2024-12-11,1.43
,2024-12-11,3.84
PA,2024-12-11,1.75
PY,2024-12-11,0.55
PE,2024-12-11,1.97
PH,2024-12-11,9.54
PL,2024-12-11,32.34
PT,2024-12-11,132.99
PR,2024-12-11,18.2
QA,2024-12-11,32.78
RO,2024-12-11,16.23
RU,2024-12-11,0.22
RW,2024-12-11,0.11
RE,2024-12-11,0.11
KN,2024-12-11,0.11
,2024-12-11,0.0
,2024-12-11,0.44
,2024-12-11,0.33
SM,2024-12-11,0.11
ST,2024-12-11,0.0
SA,2024-12-11,47.36
SN,2024-12-11,0.44
RS,2024-12-11,24.12
SL,2024-12-11,0.0
SG,2024-12-11,137.7
,2024-12-11,0.22
SK,2024-12-11,41.77
SI,2024-12-11,23.57
SO,2024-12-11,0.11
ZA,2024-12-11,24.45
SS,2024-12-11,0.88
ES,2024-12-11,432.62
LK,2024-12-11,0.66
SR,2024-12-11,0.0
SE,2024-12-11,4303.93
CH,2024-12-11,273.32
TW,2024-12-11,33.66
TJ,2024-12-11,0.0
TZ,2024-12-11,0.33
TH,2024-12-11,12.17
TL,2024-12-11,0.11
TT,2024-12-11,2.19
TN,2024-12-11,0.22
TR,2024-12-11,7.24
TM,2024-12-11,0.11
,2024-12-11,0.55
UG,2024-12-11,0.22
UA,2024-12-11,4.82
AE,2024-12-11,236.59
GB,2024-12-11,1396.75
US,2024-12-11,2177.79
UY,2024-12-11,0.11
UZ,2024-12-11,0.11
VU,2024-12-11,0.11
VE,2024-12-11,2.41
VN,2024-12-11,1.75
,2024-12-11,0.55
YE,2024-12-11,0.0
ZM,2024-12-11,0.0
ZW,2024-12-11,0.0
,2024-12-11,21.38
AF,2024-12-12,0.0
AL,2024-12-12,1.43
DZ,2024-12-12,0.22
AD,2024-12-12,2.09
AO,2024-12-12,0.44
AQ,2024-12-12,0.0
AG,2024-12-12,0.0
AR,2024-12-12,4.29
AM,2024-12-12,2.09
AW,2024-12-12,0.33
AU,2024-12-12,361.83
AT,2024-12-12,178.6
AZ,2024-12-12,1.65
BS,2024-12-12,1.1
BH,2024-12-12,2.2
BD,2024-12-12,0.22
BB,2024-12-12,0.55
BY,2024-12-12,1.1
BE,2024-12-12,292.02
BZ,2024-12-12,0.0
BM,2024-12-12,0.99
BT,2024-12-12,0.22
,2024-12-12,0.44
BQ,2024-12-12,0.0
BA,2024-12-12,2.75
BW,2024-12-12,0.0
BR,2024-12-12,26.1
,2024-12-12,0.22
BN,2024-12-12,0.44
BG,2024-12-12,5.95
BF,2024-12-12,0.0
KH,2024-12-12,0.44
CM,2024-12-12,0.0
CA,2024-12-12,429.22
KY,2024-12-12,2.42
TD,2024-12-12,0.11
CL,2024-12-12,2.31
CN,2024-12-12,7.38
CO,2024-12-12,9.47
,2024-12-12,0.0
CR,2024-12-12,1.65
HR,2024-12-12,59.9
CW,2024-12-12,0.33
CY,2024-12-12,57.81
CZ,2024-12-12,112.53
CI,2024-12-12,0.11
DK,2024-12-12,246.98
DJ,2024-12-12,0.0
DM,2024-12-12,0.0
DO,2024-12-12,8.26
EC,2024-12-12,4.96
EG,2024-12-12,2.09
SV,2024-12-12,0.33
GQ,2024-12-12,0.0
EE,2024-12-12,42.28
ET,2024-12-12,0.0
FO,2024-12-12,0.99
FJ,2024-12-12,0.77
FI,2024-12-12,93.71
FR,2024-12-12,389.91
PF,2024-12-12,0.11
GA,2024-12-12,0.22
GE,2024-12-12,6.5
DE,2024-12-12,558.6
GH,2024-12-12,0.11
GI,2024-12-12,5.29
GR,2024-12-12,176.07
GL,2024-12-12,0.0
GD,2024-12-12,0.11
GP,2024-12-12,0.77
GU,2024-12-12,1.98
GT,2024-12-12,4.18
GG,2024-12-12,7.38
GN,2024-12-12,0.0
GY,2024-12-12,0.0
HT,2024-12-12,1.76
HN,2024-12-12,0.22
HK,2024-12-12,134.67
HU,2024-12-12,36.67
IS,2024-12-12,48.34
IN,2024-12-12,32.04
ID,2024-12-12,7.6
IQ,2024-12-12,0.22
IE,2024-12-12,151.73
IM,2024-12-12,3.52
IL,2024-12-12,53.07
IT,2024-12-12,196.55
JM,2024-12-12,2.31
JP,2024-12-12,67.39
JE,2024-12-12,16.96
JO,2024-12-12,1.65
KZ,2024-12-12,2.09
KE,2024-12-12,0.77
KR,2024-12-12,65.74
RS,2024-12-12,1.54
KW,2024-12-12,31.38
KG,2024-12-12,0.55
LA,2024-12-12,0.11
LV,2024-12-12,41.07
LB,2024-12-12,8.59
LY,2024-12-12,0.22
LI,2024-12-12,0.88
LT,2024-12-12,114.74
LU,2024-12-12,28.74
MO,2024-12-12,1.32
MK,2024-12-12,1.32
MG,2024-12-12,0.0
MW,2024-12-12,0.0
MY,2024-12-12,12.99
MV,2024-12-12,1.21
ML,2024-12-12,0.0
MT,2024-12-12,21.03
MQ,2024-12-12,0.44
MR,2024-12-12,0.0
MU,2024-12-12,0.77
YT,2024-12-12,0.0
MX,2024-12-12,52.3
MD,2024-12-12,4.07
MC,2024-12-12,16.3
MN,2024-12-12,0.0
ME,2024-12-12,2.97
MA,2024-12-12,5.07
MZ,2024-12-12,0.0
MM,2024-12-12,0.22
,2024-12-12,0.0
NP,2024-12-12,0.11
NL,2024-12-12,240.38
NZ,2024-12-12,14.87
NI,2024-12-12,0.0
NG,2024-12-12,0.88
NF,2024-12-12,0.0
NO,2024-12-12,166.93
OM,2024-12-12,2.86
PK,2024-12-12,0.88
,2024-12-12,0.44
PA,2024-12-12,1.98
PG,2024-12-12,0.0
PY,2024-12-12,0.66
PE,2024-12-12,1.43
PH,2024-12-12,7.6
PL,2024-12-12,37.77
PT,2024-12-12,156.8
PR,2024-12-12,26.54
QA,2024-12-12,35.9
RO,2024-12-12,16.74
RW,2024-12-12,0.22
RE,2024-12-12,0.0
KN,2024-12-12,0.44
LC,2024-12-12,0.0
,2024-12-12,0.0
,2024-12-12,0.55
,2024-12-12,0.55
SM,2024-12-12,0.33
ST,2024-12-12,0.0
SA,2024-12-12,42.06
SN,2024-12-12,1.32
RS,2024-12-12,25.22
SC,2024-12-12,0.0
SL,2024-12-12,0.33
SG,2024-12-12,123.22
,2024-12-12,0.0
SK,2024-12-12,44.16
SI,2024-12-12,26.21
SO,2024-12-12,0.0
ZA,2024-12-12,22.57
SS,2024-12-12,1.21
ES,2024-12-12,493.19
LK,2024-12-12,0.44
SR,2024-12-12,0.0
SJ,2024-12-12,0.11
,2024-12-12,0.0
SE,2024-12-12,4906.72
CH,2024-12-12,335.4
TW,2024-12-12,35.79
TJ,2024-12-12,0.11
TZ,2024-12-12,0.0
TH,2024-12-12,15.2
TL,2024-12-12,0.11
TT,2024-12-12,5.62
TN,2024-12-12,0.77
TR,2024-12-12,7.6
TM,2024-12-12,0.33
,2024-12-12,0.33
UG,2024-12-12,0.33
UA,2024-12-12,4.73
AE,2024-12-12,239.6
GB,2024-12-12,1450.73
US,2024-12-12,2465.53
UY,2024-12-12,0.55
UZ,2024-12-12,0.44
VE,2024-12-12,1.76
VN,2024-12-12,1.32
,2024-12-12,0.55
YE,2024-12-12,0.0
ZM,2024-12-12,0.0
ZW,2024-12-12,0.11
AF,2024-12-13,0.0
AL,2024-12-13,16.46
DZ,2024-12-13,0.22
AD,2024-12-13,3.62
AO,2024-12-13,0.44
AQ,2024-12-13,0.0
AG,2024-12-13,0.11
AR,2024-12-13,2.85
AM,2024-12-13,1.87
AW,2024-12-13,0.33
AU,2024-12-13,295.12
AT,2024-12-13,200.63
AZ,2024-12-13,2.3
BS,2024-12-13,1.21
BH,2024-12-13,7.13
BD,2024-12-13,0.33
BB,2024-12-13,0.33
BY,2024-12-13,1.65
BE,2024-12-13,387.64
BZ,2024-12-13,0.0
BM,2024-12-13,0.88
BT,2024-12-13,0.22
,2024-12-13,0.11
BQ,2024-12-13,0.11
BA,2024-12-13,4.5
BW,2024-12-13,0.0
BR,2024-12-13,30.84
,2024-12-13,0.0
BN,2024-12-13,0.44
BG,2024-12-13,9.55
BF,2024-12-13,0.0
KH,2024-12-13,0.33
CM,2024-12-13,0.0
CA,2024-12-13,385.89
,2024-12-13,0.0
KY,2024-12-13,2.09
TD,2024-12-13,0.0
CL,2024-12-13,3.95
CN,2024-12-13,5.6
CO,2024-12-13,6.48
,2024-12-13,0.33
CD,2024-12-13,0.0
CR,2024-12-13,1.1
HR,2024-12-13,75.29
CW,2024-12-13,0.0
CY,2024-12-13,65.3
CZ,2024-12-13,157.71
CI,2024-12-13,0.11
DK,2024-12-13,318.06
DJ,2024-12-13,0.0
DM,2024-12-13,0.0
DO,2024-12-13,7.9
EC,2024-12-13,3.18
EG,2024-12-13,2.85
SV,2024-12-13,0.11
GQ,2024-12-13,0.0
EE,2024-12-13,63.33
ET,2024-12-13,0.0
FO,2024-12-13,1.32
FJ,2024-12-13,0.66
FI,2024-12-13,135.1
FR,2024-12-13,429.35
PF,2024-12-13,0.11
GA,2024-12-13,0.0
GE,2024-12-13,6.59
DE,2024-12-13,689.35
GH,2024-12-13,0.22
GI,2024-12-13,4.28
GR,2024-12-13,228.61
GL,2024-12-13,0.0
GD,2024-12-13,0.11
GP,2024-12-13,0.88
GU,2024-12-13,1.1
GT,2024-12-13,3.73
GG,2024-12-13,8.67
GN,2024-12-13,0.0
GY,2024-12-13,0.0
HT,2024-12-13,1.76
HN,2024-12-13,0.22
HK,2024-12-13,148.71
HU,2024-12-13,72.0
IS,2024-12-13,57.62
IN,2024-12-13,33.36
ID,2024-12-13,11.19
IQ,2024-12-13,0.77
IE,2024-12-13,205.57
IM,2024-12-13,2.63
IL,2024-12-13,62.01
IT,2024-12-13,263.08
JM,2024-12-13,2.41
JP,2024-12-13,45.88
JE,2024-12-13,21.07
JO,2024-12-13,1.21
KZ,2024-12-13,16.57
KE,2024-12-13,2.52
KR,2024-12-13,55.32
RS,2024-12-13,1.32
KW,2024-12-13,39.18
KG,2024-12-13,0.0
LA,2024-12-13,0.0
LV,2024-12-13,54.11
LB,2024-12-13,5.16
LR,2024-12-13,0.0
LY,2024-12-13,0.0
LI,2024-12-13,0.66
LT,2024-12-13,164.85
LU,2024-12-13,37.54
MO,2024-12-13,1.21
MK,2024-12-13,0.77
MY,2024-12-13,6.8
MV,2024-12-13,0.88
ML,2024-12-13,0.22
MT,2024-12-13,37.54
MQ,2024-12-13,0.44
MU,2024-12-13,1.1
YT,2024-12-13,0.0
MX,2024-12-13,72.22
MD,2024-12-13,4.17
MC,2024-12-13,22.06
MN,2024-12-13,0.33
ME,2024-12-13,4.06
MA,2024-12-13,8.12
MZ,2024-12-13,0.0
MM,2024-12-13,0.88
,2024-12-13,0.22
NP,2024-12-13,0.22
NL,2024-12-13,281.62
NC,2024-12-13,0.22
NZ,2024-12-13,17.01
NI,2024-12-13,0.0
,2024-12-13,0.0
NG,2024-12-13,1.87
NF,2024-12-13,0.0
NO,2024-12-13,255.83
OM,2024-12-13,3.4
PK,2024-12-13,4.28
,2024-12-13,0.55
PA,2024-12-13,2.96
PY,2024-12-13,0.77
PE,2024-12-13,2.52
PH,2024-12-13,9.66
PL,2024-12-13,43.79
PT,2024-12-13,187.79
PR,2024-12-13,32.38
QA,2024-12-13,32.49
RO,2024-12-13,22.83
RW,2024-12-13,0.0
RE,2024-12-13,0.22
KN,2024-12-13,0.44
LC,2024-12-13,0.0
,2024-12-13,0.11
,2024-12-13,0.99
,2024-12-13,0.44
SM,2024-12-13,0.22
ST,2024-12-13,0.11
SA,2024-12-13,60.69
SN,2024-12-13,2.63
RS,2024-12-13,31.72
SC,2024-12-13,0.0
SL,2024-12-13,0.0
SG,2024-12-13,107.78
,2024-12-13,0.11
SK,2024-12-13,52.68
SI,2024-12-13,44.56
SO,2024-12-13,0.11
ZA,2024-12-13,18.99
SS,2024-12-13,1.21
ES,2024-12-13,542.39
LK,2024-12-13,0.33
SR,2024-12-13,0.0
SE,2024-12-13,5683.4
CH,2024-12-13,350.88
TW,2024-12-13,43.57
TJ,2024-12-13,0.0
TZ,2024-12-13,0.11
TH,2024-12-13,15.15
TL,2024-12-13,0.44
TT,2024-12-13,2.41
TN,2024-12-13,0.77
TR,2024-12-13,12.73
TM,2024-12-13,0.44
,2024-12-13,0.11
UG,2024-12-13,0.22
UA,2024-12-13,6.37
AE,2024-12-13,260.55
GB,2024-12-13,1369.27
US,2024-12-13,1921.65
UY,2024-12-13,0.88
UZ,2024-12-13,0.44
VU,2024-12-13,0.0
VE,2024-12-13,1.32
VN,2024-12-13,2.3
,2024-12-13,0.33
YE,2024-12-13,0.11
ZM,2024-12-13,0.0
ZW,2024-12-13,0.0
AF,2024-12-14,0.0
AL,2024-12-14,12.08
DZ,2024-12-14,0.44
AD,2024-12-14,1.98
AO,2024-12-14,0.44
AQ,2024-12-14,0.0
AG,2024-12-14,0.0
AR,2024-12-14,2.2
AM,2024-12-14,0.88
AW,2024-12-14,0.44
AU,2024-12-14,311.62
AT,2024-12-14,178.87
AZ,2024-12-14,1.32
BS,2024-12-14,0.55
BH,2024-12-14,2.75
BD,2024-12-14,0.44
BB,2024-12-14,0.22
BY,2024-12-14,0.55
BE,2024-12-14,349.83
BZ,2024-12-14,0.0
BM,2024-12-14,0.22
BT,2024-12-14,0.11
,2024-12-14,0.0
BQ,2024-12-14,0.0
BA,2024-12-14,2.64
BW,2024-12-14,0.0
BR,2024-12-14,28.0
,2024-12-14,0.11
BN,2024-12-14,0.66
BG,2024-12-14,7.58
BF,2024-12-14,0.0
KH,2024-12-14,0.22
CM,2024-12-14,0.22
CA,2024-12-14,377.94
KY,2024-12-14,1.87
TD,2024-12-14,0.0
CL,2024-12-14,1.43
CN,2024-12-14,4.94
CO,2024-12-14,2.64
,2024-12-14,0.55
CD,2024-12-14,0.0
CR,2024-12-14,2.64
HR,2024-12-14,75.87
CW,2024-12-14,0.33
CY,2024-12-14,63.14
CZ,2024-12-14,170.3
CI,2024-12-14,0.11
DK,2024-12-14,361.25
DM,2024-12-14,0.11
DO,2024-12-14,5.82
EC,2024-12-14,2.09
EG,2024-12-14,0.99
SV,2024-12-14,0.33
GQ,2024-12-14,0.0
EE,2024-12-14,80.81
ET,2024-12-14,0.0
FO,2024-12-14,1.21
FJ,2024-12-14,0.44
FI,2024-12-14,164.7
FR,2024-12-14,367.17
PF,2024-12-14,0.0
GA,2024-12-14,0.0
GE,2024-12-14,7.03
DE,2024-12-14,588.97
GH,2024-12-14,0.0
GI,2024-12-14,3.51
GR,2024-12-14,252.54
GL,2024-12-14,0.0
GD,2024-12-14,1.21
GP,2024-12-14,0.44
GU,2024-12-14,0.44
GT,2024-12-14,1.98
GG,2024-12-14,8.02
GN,2024-12-14,0.0
HT,2024-12-14,0.99
HN,2024-12-14,0.0
HK,2024-12-14,131.98
HU,2024-12-14,47.54
IS,2024-12-14,51.06
IN,2024-12-14,15.7
ID,2024-12-14,8.02
IQ,2024-12-14,0.0
IE,2024-12-14,224.87
IM,2024-12-14,3.73
IL,2024-12-14,62.48
IT,2024-12-14,201.81
JM,2024-12-14,0.55
JP,2024-12-14,46.23
JE,2024-12-14,24.82
JO,2024-12-14,2.2
KZ,2024-12-14,4.83
KE,2024-12-14,0.44
KR,2024-12-14,75.21
RS,2024-12-14,0.99
KW,2024-12-14,26.02
KG,2024-12-14,0.11
LA,2024-12-14,0.0
LV,2024-12-14,48.97
LB,2024-12-14,4.61
LY,2024-12-14,0.22
LI,2024-12-14,1.87
LT,2024-12-14,158.0
LU,2024-12-14,44.47
MO,2024-12-14,0.66
MK,2024-12-14,0.44
MG,2024-12-14,0.0
MW,2024-12-14,0.0
MY,2024-12-14,3.29
MV,2024-12-14,0.55
ML,2024-12-14,0.0
MT,2024-12-14,25.8
,2024-12-14,0.11
MQ,2024-12-14,0.22
MR,2024-12-14,0.0
MU,2024-12-14,0.11
MX,2024-12-14,45.02
MD,2024-12-14,2.75
MC,2024-12-14,19.43
MN,2024-12-14,0.0
ME,2024-12-14,6.48
MA,2024-12-14,13.94
MZ,2024-12-14,0.0
MM,2024-12-14,0.99
,2024-12-14,0.0
NP,2024-12-14,0.33
NL,2024-12-14,273.95
NC,2024-12-14,0.0
NZ,2024-12-14,21.74
NI,2024-12-14,0.0
,2024-12-14,0.0
NG,2024-12-14,0.77
NF,2024-12-14,0.11
NO,2024-12-14,221.03
OM,2024-12-14,1.76
PK,2024-12-14,2.09
,2024-12-14,0.44
PA,2024-12-14,1.65
PG,2024-12-14,0.0
PY,2024-12-14,0.44
PE,2024-12-14,1.32
PH,2024-12-14,5.93
