Market,Date,Total Spend,Ad Spend,FB Spend
EG,2024-11-01,54.99,16.5,38.49
SV,2024-11-01,4.17,1.25,2.92
GQ,2024-11-01,0.31,0.09,0.22
EE,2024-11-01,12.31,3.69,8.62
ET,2024-11-01,1.77,0.53,1.24
,2024-11-01,0.0,0.0,0.0
FO,2024-11-01,0.94,0.28,0.66
FJ,2024-11-01,1.15,0.34,0.8
FI,2024-11-01,28.28,8.48,19.79
FR,2024-11-01,156.0,46.8,109.2
GF,2024-11-01,0.52,0.16,0.37
PF,2024-11-01,3.65,1.1,2.56
GA,2024-11-01,0.42,0.13,0.29
,2024-11-01,0.1,0.03,0.07
GE,2024-11-01,26.3,7.89,18.41
DE,2024-11-01,401.53,120.46,281.07
GH,2024-11-01,3.65,1.1,2.56
GI,2024-11-01,0.83,0.25,0.58
GR,2024-11-01,81.39,24.42,56.97
GL,2024-11-01,2.19,0.66,1.53
GD,2024-11-01,0.21,0.06,0.15
GP,2024-11-01,1.04,0.31,0.73
GU,2024-11-01,3.13,0.94,2.19
GT,2024-11-01,23.06,6.92,16.14
GG,2024-11-01,1.36,0.41,0.95
GN,2024-11-01,0.42,0.13,0.29
GW,2024-11-01,0.21,0.06,0.15
GY,2024-11-01,1.67,0.5,1.17
HT,2024-11-01,2.61,0.78,1.83
HN,2024-11-01,4.7,1.41,3.29
HK,2024-11-01,93.81,28.14,65.67
HU,2024-11-01,18.26,5.48,12.78
IS,2024-11-01,9.91,2.97,6.94
IN,2024-11-01,595.41,178.62,416.79
ID,2024-11-01,96.52,28.96,67.57
IQ,2024-11-01,17.01,5.1,11.91
IE,2024-11-01,30.37,9.11,21.26
IM,2024-11-01,0.83,0.25,0.58
IL,2024-11-01,136.7,41.01,95.69
IT,2024-11-01,130.23,39.07,91.16
JM,2024-11-01,1.57,0.47,1.1
JP,2024-11-01,99.65,29.9,69.76
JE,2024-11-01,2.61,0.78,1.83
JO,2024-11-01,53.95,16.18,37.76
KZ,2024-11-01,32.66,9.8,22.86
KE,2024-11-01,7.51,2.25,5.26
KR,2024-11-01,70.85,21.26,49.6
RS,2024-11-01,1.46,0.44,1.02
KW,2024-11-01,66.05,19.82,46.24
KG,2024-11-01,1.57,0.47,1.1
LA,2024-11-01,0.52,0.16,0.37
LV,2024-11-01,9.5,2.85,6.65
LB,2024-11-01,45.29,13.59,31.7
LS,2024-11-01,0.0,0.0,0.0
LR,2024-11-01,0.1,0.03,0.07
LY,2024-11-01,3.97,1.19,2.78
LI,2024-11-01,0.42,0.13,0.29
LT,2024-11-01,34.12,10.24,23.89
LU,2024-11-01,8.45,2.54,5.92
MO,2024-11-01,1.67,0.5,1.17
MK,2024-11-01,1.98,0.59,1.39
MG,2024-11-01,0.94,0.28,0.66
MW,2024-11-01,0.21,0.06,0.15
MY,2024-11-01,53.11,15.93,37.18
MV,2024-11-01,3.03,0.91,2.12
ML,2024-11-01,0.83,0.25,0.58
MT,2024-11-01,8.03,2.41,5.62
,2024-11-01,0.0,0.0,0.0
MQ,2024-11-01,0.83,0.25,0.58
MR,2024-11-01,0.21,0.06,0.15
MU,2024-11-01,1.88,0.56,1.31
YT,2024-11-01,0.1,0.03,0.07
MX,2024-11-01,388.07,116.42,271.65
MD,2024-11-01,3.34,1.0,2.34
MC,2024-11-01,10.23,3.07,7.16
MN,2024-11-01,4.59,1.38,3.21
ME,2024-11-01,5.74,1.72,4.02
MS,2024-11-01,0.1,0.03,0.07
MA,2024-11-01,46.96,14.09,32.87
MZ,2024-11-01,2.19,0.66,1.53
MM,2024-11-01,4.49,1.35,3.14
,2024-11-01,1.57,0.47,1.1
NP,2024-11-01,4.49,1.35,3.14
NL,2024-11-01,97.67,29.3,68.37
NC,2024-11-01,3.03,0.91,2.12
NZ,2024-11-01,29.95,8.98,20.96
NI,2024-11-01,1.88,0.56,1.31
,2024-11-01,0.1,0.03,0.07
NG,2024-11-01,26.61,7.98,18.63
NU,2024-11-01,0.0,0.0,0.0
NF,2024-11-01,0.0,0.0,0.0
,2024-11-01,0.42,0.13,0.29
NO,2024-11-01,46.12,13.84,32.29
OM,2024-11-01,9.81,2.94,6.87
PK,2024-11-01,86.5,25.95,60.55
PW,2024-11-01,0.0,0.0,0.0
,2024-11-01,1.67,0.5,1.17
PA,2024-11-01,26.5,7.95,18.55
PG,2024-11-01,0.73,0.22,0.51
PY,2024-11-01,20.56,6.17,14.39
PE,2024-11-01,25.46,7.64,17.82
PH,2024-11-01,99.97,29.99,69.98
PL,2024-11-01,66.37,19.91,46.46
PT,2024-11-01,44.77,13.43,31.34
PR,2024-11-01,51.34,15.4,35.94
QA,2024-11-01,44.14,13.24,30.9
RO,2024-11-01,39.76,11.93,27.83
RU,2024-11-01,0.1,0.03,0.07
RW,2024-11-01,0.1,0.03,0.07
RE,2024-11-01,2.19,0.66,1.53
,2024-11-01,0.0,0.0,0.0
KN,2024-11-01,0.1,0.03,0.07
LC,2024-11-01,0.31,0.09,0.22
,2024-11-01,0.1,0.03,0.07
,2024-11-01,0.1,0.03,0.07
WS,2024-11-01,0.0,0.0,0.0
SM,2024-11-01,0.1,0.03,0.07
SA,2024-11-01,143.48,43.04,100.43
SN,2024-11-01,6.78,2.03,4.75
RS,2024-11-01,11.48,3.44,8.03
SC,2024-11-01,0.94,0.28,0.66
SL,2024-11-01,0.21,0.06,0.15
SG,2024-11-01,92.35,27.7,64.64
,2024-11-01,0.83,0.25,0.58
SK,2024-11-01,19.62,5.89,13.73
SI,2024-11-01,13.88,4.16,9.71
SB,2024-11-01,0.1,0.03,0.07
SO,2024-11-01,0.83,0.25,0.58
ZA,2024-11-01,49.36,14.81,34.55
SS,2024-11-01,0.21,0.06,0.15
ES,2024-11-01,165.29,49.59,115.7
LK,2024-11-01,6.16,1.85,4.31
SR,2024-11-01,0.83,0.25,0.58
SJ,2024-11-01,0.0,0.0,0.0
,2024-11-01,0.1,0.03,0.07
SE,2024-11-01,447.03,134.11,312.92
CH,2024-11-01,86.19,25.86,60.33
TW,2024-11-01,54.47,16.34,38.13
TJ,2024-11-01,0.94,0.28,0.66
TZ,2024-11-01,1.57,0.47,1.1
TH,2024-11-01,141.91,42.57,99.34
TL,2024-11-01,0.21,0.06,0.15
TG,2024-11-01,0.21,0.06,0.15
TT,2024-11-01,6.99,2.1,4.89
TN,2024-11-01,15.86,4.76,11.1
TR,2024-11-01,92.77,27.83,64.94
TM,2024-11-01,1.25,0.38,0.88
,2024-11-01,0.73,0.22,0.51
UG,2024-11-01,4.9,1.47,3.43
UA,2024-11-01,40.9,12.27,28.63
AE,2024-11-01,283.3,84.99,198.31
GB,2024-11-01,539.58,161.87,377.71
US,2024-11-01,2939.27,881.78,2057.49
UY,2024-11-01,6.47,1.94,4.53
UZ,2024-11-01,14.19,4.26,9.93
VU,2024-11-01,1.04,0.31,0.73
VE,2024-11-01,16.49,4.95,11.54
VN,2024-11-01,68.45,20.54,47.92
,2024-11-01,1.57,0.47,1.1
YE,2024-11-01,0.31,0.09,0.22
ZM,2024-11-01,1.67,0.5,1.17
ZW,2024-11-01,1.04,0.31,0.73
AF,2024-11-02,0.32,0.1,0.22
AL,2024-11-02,11.45,3.43,8.01
DZ,2024-11-02,11.98,3.59,8.39
AS,2024-11-02,0.0,0.0,0.0
AD,2024-11-02,1.38,0.41,0.96
AO,2024-11-02,3.71,1.11,2.6
AG,2024-11-02,0.42,0.13,0.3
AR,2024-11-02,15.26,4.58,10.69
AM,2024-11-02,9.12,2.73,6.38
AW,2024-11-02,0.21,0.06,0.15
AU,2024-11-02,384.49,115.35,269.14
AT,2024-11-02,120.53,36.16,84.37
AZ,2024-11-02,14.42,4.33,10.09
BS,2024-11-02,4.24,1.27,2.97
BH,2024-11-02,25.44,7.63,17.81
BD,2024-11-02,8.27,2.48,5.79
BB,2024-11-02,2.33,0.7,1.63
BY,2024-11-02,1.38,0.41,0.96
BE,2024-11-02,224.1,67.23,156.87
BZ,2024-11-02,0.53,0.16,0.37
BJ,2024-11-02,0.11,0.03,0.07
BM,2024-11-02,3.18,0.95,2.23
BT,2024-11-02,0.64,0.19,0.45
,2024-11-02,0.64,0.19,0.45
BQ,2024-11-02,0.0,0.0,0.0
BA,2024-11-02,2.65,0.8,1.86
BW,2024-11-02,0.21,0.06,0.15
BR,2024-11-02,140.25,42.07,98.17
,2024-11-02,0.32,0.1,0.22
BN,2024-11-02,1.7,0.51,1.19
BG,2024-11-02,30.21,9.06,21.15
BF,2024-11-02,0.0,0.0,0.0
BI,2024-11-02,0.11,0.03,0.07
KH,2024-11-02,1.7,0.51,1.19
CM,2024-11-02,0.42,0.13,0.3
CA,2024-11-02,205.44,61.63,143.81
,2024-11-02,0.11,0.03,0.07
KY,2024-11-02,4.77,1.43,3.34
,2024-11-02,0.0,0.0,0.0
TD,2024-11-02,0.0,0.0,0.0
CL,2024-11-02,21.63,6.49,15.14
CN,2024-11-02,26.5,7.95,18.55
CO,2024-11-02,21.2,6.36,14.84
,2024-11-02,0.0,0.0,0.0
,2024-11-02,0.11,0.03,0.07
CD,2024-11-02,2.44,0.73,1.71
CR,2024-11-02,6.68,2.0,4.67
HR,2024-11-02,29.26,8.78,20.48
CW,2024-11-02,1.06,0.32,0.74
CY,2024-11-02,40.49,12.15,28.35
CZ,2024-11-02,73.46,22.04,51.42
CI,2024-11-02,2.12,0.64,1.48
DK,2024-11-02,219.22,65.77,153.45
DJ,2024-11-02,0.0,0.0,0.0
DM,2024-11-02,0.0,0.0,0.0
DO,2024-11-02,23.96,7.19,16.77
EC,2024-11-02,18.13,5.44,12.69
EG,2024-11-02,28.73,8.62,20.11
SV,2024-11-02,1.59,0.48,1.11
GQ,2024-11-02,0.0,0.0,0.0
EE,2024-11-02,20.46,6.14,14.32
ET,2024-11-02,0.64,0.19,0.45
,2024-11-02,0.0,0.0,0.0
FO,2024-11-02,0.85,0.25,0.59
FJ,2024-11-02,1.17,0.35,0.82
FI,2024-11-02,52.16,15.65,36.51
FR,2024-11-02,364.66,109.4,255.26
GF,2024-11-02,0.11,0.03,0.07
PF,2024-11-02,2.23,0.67,1.56
GA,2024-11-02,0.0,0.0,0.0
,2024-11-02,0.11,0.03,0.07
GE,2024-11-02,31.8,9.54,22.26
DE,2024-11-02,742.79,222.84,519.95
GH,2024-11-02,0.74,0.22,0.52
GI,2024-11-02,0.64,0.19,0.45
GR,2024-11-02,146.29,43.89,102.4
GL,2024-11-02,0.74,0.22,0.52
GD,2024-11-02,0.64,0.19,0.45
GP,2024-11-02,2.33,0.7,1.63
GU,2024-11-02,1.17,0.35,0.82
GT,2024-11-02,4.88,1.46,3.41
GG,2024-11-02,3.6,1.08,2.52
GN,2024-11-02,0.32,0.1,0.22
GY,2024-11-02,0.32,0.1,0.22
HT,2024-11-02,4.03,1.21,2.82
HN,2024-11-02,5.72,1.72,4.01
HK,2024-11-02,136.64,40.99,95.65
HU,2024-11-02,20.14,6.04,14.1
IS,2024-11-02,12.83,3.85,8.98
IN,2024-11-02,427.74,128.32,299.42
ID,2024-11-02,54.7,16.41,38.29
IQ,2024-11-02,14.63,4.39,10.24
IE,2024-11-02,49.29,14.79,34.51
IM,2024-11-02,0.53,0.16,0.37
IL,2024-11-02,191.45,57.43,134.01
IT,2024-11-02,207.03,62.11,144.92
JM,2024-11-02,4.45,1.34,3.12
JP,2024-11-02,179.47,53.84,125.63
JE,2024-11-02,3.92,1.18,2.75
JO,2024-11-02,15.9,4.77,11.13
KZ,2024-11-02,23.64,7.09,16.55
KE,2024-11-02,4.24,1.27,2.97
KR,2024-11-02,101.87,30.56,71.31
RS,2024-11-02,1.48,0.45,1.04
KW,2024-11-02,71.55,21.47,50.09
KG,2024-11-02,1.48,0.45,1.04
LA,2024-11-02,0.21,0.06,0.15
LV,2024-11-02,19.19,5.76,13.43
LB,2024-11-02,24.28,7.28,16.99
LS,2024-11-02,0.11,0.03,0.07
LR,2024-11-02,0.11,0.03,0.07
LY,2024-11-02,1.8,0.54,1.26
LI,2024-11-02,0.85,0.25,0.59
LT,2024-11-02,54.59,16.38,38.22
LU,2024-11-02,12.72,3.82,8.9
MO,2024-11-02,2.33,0.7,1.63
MK,2024-11-02,4.77,1.43,3.34
MG,2024-11-02,0.32,0.1,0.22
MW,2024-11-02,0.21,0.06,0.15
MY,2024-11-02,29.58,8.87,20.7
MV,2024-11-02,3.18,0.95,2.23
ML,2024-11-02,0.32,0.1,0.22
MT,2024-11-02,13.89,4.17,9.72
MQ,2024-11-02,1.17,0.35,0.82
MR,2024-11-02,0.21,0.06,0.15
MU,2024-11-02,0.74,0.22,0.52
YT,2024-11-02,0.0,0.0,0.0
MX,2024-11-02,199.82,59.95,139.88
MD,2024-11-02,6.15,1.84,4.3
MC,2024-11-02,12.93,3.88,9.05
MN,2024-11-02,3.6,1.08,2.52
ME,2024-11-02,4.88,1.46,3.41
MA,2024-11-02,19.08,5.72,13.36
MZ,2024-11-02,1.38,0.41,0.96
MM,2024-11-02,0.42,0.13,0.3
,2024-11-02,0.32,0.1,0.22
NP,2024-11-02,3.39,1.02,2.37
NL,2024-11-02,236.92,71.08,165.85
NC,2024-11-02,1.17,0.35,0.82
NZ,2024-11-02,38.06,11.42,26.64
NI,2024-11-02,0.85,0.25,0.59
,2024-11-02,0.11,0.03,0.07
NG,2024-11-02,7.0,2.1,4.9
NF,2024-11-02,0.11,0.03,0.07
,2024-11-02,0.0,0.0,0.0
NO,2024-11-02,105.37,31.61,73.76
OM,2024-11-02,6.25,1.88,4.38
PK,2024-11-02,44.84,13.45,31.39
PW,2024-11-02,0.0,0.0,0.0
,2024-11-02,1.17,0.35,0.82
PA,2024-11-02,14.1,4.23,9.87
PG,2024-11-02,0.21,0.06,0.15
PY,2024-11-02,5.19,1.56,3.64
PE,2024-11-02,14.73,4.42,10.31
PH,2024-11-02,63.71,19.11,44.6
PL,2024-11-02,76.11,22.83,53.28
PT,2024-11-02,84.7,25.41,59.29
PR,2024-11-02,48.66,14.6,34.06
QA,2024-11-02,72.19,21.66,50.53
RO,2024-11-02,42.51,12.75,29.76
RW,2024-11-02,0.32,0.1,0.22
RE,2024-11-02,1.06,0.32,0.74
KN,2024-11-02,0.64,0.19,0.45
LC,2024-11-02,0.21,0.06,0.15
,2024-11-02,0.11,0.03,0.07
,2024-11-02,1.59,0.48,1.11
,2024-11-02,0.32,0.1,0.22
WS,2024-11-02,0.0,0.0,0.0
SM,2024-11-02,0.11,0.03,0.07
ST,2024-11-02,0.0,0.0,0.0
SA,2024-11-02,148.83,44.65,104.18
SN,2024-11-02,4.88,1.46,3.41
RS,2024-11-02,14.2,4.26,9.94
SC,2024-11-02,0.42,0.13,0.3
SL,2024-11-02,0.32,0.1,0.22
SG,2024-11-02,143.85,43.16,100.7
,2024-11-02,0.74,0.22,0.52
SK,2024-11-02,24.91,7.47,17.44
SI,2024-11-02,19.19,5.76,13.43
SB,2024-11-02,0.0,0.0,0.0
SO,2024-11-02,1.27,0.38,0.89
ZA,2024-11-02,64.88,19.46,45.41
SS,2024-11-02,0.21,0.06,0.15
ES,2024-11-02,261.2,78.36,182.84
LK,2024-11-02,4.66,1.4,3.26
SR,2024-11-02,0.42,0.13,0.3
SJ,2024-11-02,0.0,0.0,0.0
,2024-11-02,0.0,0.0,0.0
SE,2024-11-02,844.87,253.46,591.41
CH,2024-11-02,242.86,72.86,170.0
TW,2024-11-02,71.66,21.5,50.16
TJ,2024-11-02,0.42,0.13,0.3
TZ,2024-11-02,0.74,0.22,0.52
TH,2024-11-02,84.38,25.31,59.07
TL,2024-11-02,0.0,0.0,0.0
TG,2024-11-02,0.0,0.0,0.0
TT,2024-11-02,7.63,2.29,5.34
TN,2024-11-02,4.03,1.21,2.82
TR,2024-11-02,60.85,18.25,42.59
TM,2024-11-02,1.17,0.35,0.82
,2024-11-02,0.42,0.13,0.3
UG,2024-11-02,0.85,0.25,0.59
UA,2024-11-02,34.13,10.24,23.89
AE,2024-11-02,454.87,136.46,318.41
GB,2024-11-02,952.89,285.87,667.02
US,2024-11-02,2009.25,602.77,1406.47
UY,2024-11-02,2.54,0.76,1.78
UZ,2024-11-02,5.94,1.78,4.16
VU,2024-11-02,0.42,0.13,0.3
VE,2024-11-02,7.95,2.39,5.57
VN,2024-11-02,24.28,7.28,16.99
,2024-11-02,1.91,0.57,1.34
YE,2024-11-02,0.42,0.13,0.3
ZM,2024-11-02,1.06,0.32,0.74
ZW,2024-11-02,0.64,0.19,0.45
AF,2024-11-03,0.0,0.0,0.0
AL,2024-11-03,7.8,2.34,5.46
DZ,2024-11-03,0.64,0.19,0.45
AD,2024-11-03,1.18,0.35,0.82
AO,2024-11-03,2.25,0.67,1.57
AG,2024-11-03,0.32,0.1,0.22
AR,2024-11-03,3.21,0.96,2.25
AM,2024-11-03,2.89,0.87,2.02
AW,2024-11-03,0.86,0.26,0.6
AU,2024-11-03,618.78,185.64,433.15
AT,2024-11-03,247.49,74.25,173.24
AZ,2024-11-03,7.38,2.21,5.16
BS,2024-11-03,4.92,1.48,3.44
BH,2024-11-03,19.14,5.74,13.4
BD,2024-11-03,1.82,0.55,1.27
BB,2024-11-03,0.96,0.29,0.67
BY,2024-11-03,1.92,0.58,1.35
BE,2024-11-03,413.09,123.93,289.16
BZ,2024-11-03,0.0,0.0,0.0
BJ,2024-11-03,0.11,0.03,0.07
BM,2024-11-03,0.32,0.1,0.22
BT,2024-11-03,0.0,0.0,0.0
,2024-11-03,0.11,0.03,0.07
BA,2024-11-03,1.39,0.42,0.97
BW,2024-11-03,0.11,0.03,0.07
BR,2024-11-03,44.05,13.21,30.83
,2024-11-03,0.32,0.1,0.22
BN,2024-11-03,0.64,0.19,0.45
BG,2024-11-03,28.22,8.47,19.76
BF,2024-11-03,0.11,0.03,0.07
KH,2024-11-03,0.11,0.03,0.07
CM,2024-11-03,0.21,0.06,0.15
CA,2024-11-03,384.01,115.2,268.81
,2024-11-03,0.0,0.0,0.0
KY,2024-11-03,4.92,1.48,3.44
CL,2024-11-03,8.45,2.53,5.91
CN,2024-11-03,5.02,1.51,3.52
CO,2024-11-03,8.34,2.5,5.84
,2024-11-03,0.0,0.0,0.0
,2024-11-03,0.0,0.0,0.0
CD,2024-11-03,0.0,0.0,0.0
CR,2024-11-03,1.82,0.55,1.27
HR,2024-11-03,40.73,12.22,28.51
CW,2024-11-03,0.75,0.22,0.52
CY,2024-11-03,100.6,30.18,70.42
CZ,2024-11-03,76.23,22.87,53.36
CI,2024-11-03,0.75,0.22,0.52
DK,2024-11-03,554.53,166.36,388.17
DM,2024-11-03,0.0,0.0,0.0
DO,2024-11-03,36.88,11.06,25.82
EC,2024-11-03,6.52,1.96,4.56
EG,2024-11-03,4.28,1.28,2.99
SV,2024-11-03,0.0,0.0,0.0
EE,2024-11-03,33.57,10.07,23.5
ET,2024-11-03,0.0,0.0,0.0
FO,2024-11-03,0.43,0.13,0.3
FJ,2024-11-03,0.32,0.1,0.22
FI,2024-11-03,144.75,43.43,101.33
FR,2024-11-03,516.9,155.07,361.83
GF,2024-11-03,0.11,0.03,0.07
PF,2024-11-03,1.28,0.38,0.9
GA,2024-11-03,0.0,0.0,0.0
GE,2024-11-03,17.96,5.39,12.57
DE,2024-11-03,1532.31,459.69,1072.62
GH,2024-11-03,0.11,0.03,0.07
GI,2024-11-03,0.43,0.13,0.3
GR,2024-11-03,302.44,90.73,211.71
GL,2024-11-03,0.11,0.03,0.07
GD,2024-11-03,0.64,0.19,0.45
GP,2024-11-03,1.5,0.45,1.05
GU,2024-11-03,0.43,0.13,0.3
GT,2024-11-03,0.43,0.13,0.3
GG,2024-11-03,1.6,0.48,1.12
GY,2024-11-03,0.0,0.0,0.0
HT,2024-11-03,6.95,2.08,4.86
HN,2024-11-03,0.75,0.22,0.52
HK,2024-11-03,235.52,70.66,164.86
HU,2024-11-03,23.73,7.12,16.61
IS,2024-11-03,16.89,5.07,11.82
IN,2024-11-03,83.71,25.11,58.6
ID,2024-11-03,20.63,6.19,14.44
IQ,2024-11-03,0.53,0.16,0.37
IE,2024-11-03,55.59,16.68,38.91
IM,2024-11-03,0.86,0.26,0.6
IL,2024-11-03,93.12,27.94,65.18
IT,2024-11-03,442.28,132.68,309.59
JM,2024-11-03,2.99,0.9,2.1
JP,2024-11-03,112.15,33.64,78.5
JE,2024-11-03,4.49,1.35,3.14
JO,2024-11-03,2.89,0.87,2.02
KZ,2024-11-03,8.02,2.41,5.61
KE,2024-11-03,2.35,0.71,1.65
KR,2024-11-03,80.18,24.05,56.13
RS,2024-11-03,3.31,0.99,2.32
KW,2024-11-03,114.93,34.48,80.45
KG,2024-11-03,0.64,0.19,0.45
LA,2024-11-03,0.0,0.0,0.0
LV,2024-11-03,14.33,4.3,10.03
LB,2024-11-03,6.2,1.86,4.34
LR,2024-11-03,0.0,0.0,0.0
LY,2024-11-03,0.11,0.03,0.07
LI,2024-11-03,0.86,0.26,0.6
LT,2024-11-03,56.66,17.0,39.66
LU,2024-11-03,30.15,9.04,21.1
MO,2024-11-03,3.31,0.99,2.32
MK,2024-11-03,3.63,1.09,2.54
MG,2024-11-03,0.32,0.1,0.22
MY,2024-11-03,14.54,4.36,10.18
MV,2024-11-03,4.06,1.22,2.84
ML,2024-11-03,0.0,0.0,0.0
MT,2024-11-03,18.5,5.55,12.95
MQ,2024-11-03,1.5,0.45,1.05
MR,2024-11-03,0.0,0.0,0.0
MU,2024-11-03,0.32,0.1,0.22
MX,2024-11-03,80.72,24.21,56.5
MD,2024-11-03,8.55,2.57,5.99
MC,2024-11-03,41.91,12.57,29.34
MN,2024-11-03,0.32,0.1,0.22
ME,2024-11-03,2.89,0.87,2.02
MS,2024-11-03,0.0,0.0,0.0
MA,2024-11-03,10.69,3.21,7.48
MZ,2024-11-03,0.11,0.03,0.07
MM,2024-11-03,0.21,0.06,0.15
,2024-11-03,0.11,0.03,0.07
NP,2024-11-03,0.75,0.22,0.52
NL,2024-11-03,377.39,113.22,264.17
NC,2024-11-03,0.11,0.03,0.07
NZ,2024-11-03,44.26,13.28,30.98
NI,2024-11-03,0.0,0.0,0.0
NG,2024-11-03,5.77,1.73,4.04
NF,2024-11-03,0.0,0.0,0.0
NO,2024-11-03,212.21,63.66,148.55
OM,2024-11-03,8.34,2.5,5.84
PK,2024-11-03,13.36,4.01,9.35
,2024-11-03,0.43,0.13,0.3
PA,2024-11-03,3.31,0.99,2.32
PG,2024-11-03,0.0,0.0,0.0
PY,2024-11-03,2.99,0.9,2.1
PE,2024-11-03,1.71,0.51,1.2
PH,2024-11-03,41.27,12.38,28.89
PL,2024-11-03,118.24,35.47,82.77
PT,2024-11-03,148.71,44.61,104.1
PR,2024-11-03,55.59,16.68,38.91
QA,2024-11-03,79.86,23.96,55.9
RO,2024-11-03,61.69,18.51,43.18
RW,2024-11-03,0.0,0.0,0.0
RE,2024-11-03,0.11,0.03,0.07
KN,2024-11-03,0.86,0.26,0.6
LC,2024-11-03,0.53,0.16,0.37
,2024-11-03,0.11,0.03,0.07
,2024-11-03,1.28,0.38,0.9
,2024-11-03,0.11,0.03,0.07
WS,2024-11-03,0.0,0.0,0.0
ST,2024-11-03,0.11,0.03,0.07
SA,2024-11-03,202.06,60.62,141.44
SN,2024-11-03,1.07,0.32,0.75
RS,2024-11-03,13.47,4.04,9.43
SC,2024-11-03,0.0,0.0,0.0
SL,2024-11-03,0.0,0.0,0.0
SG,2024-11-03,189.87,56.96,132.91
,2024-11-03,0.64,0.19,0.45
SK,2024-11-03,20.21,6.06,14.14
SI,2024-11-03,14.65,4.39,10.25
SO,2024-11-03,0.53,0.16,0.37
ZA,2024-11-03,68.21,20.46,47.75
SS,2024-11-03,0.0,0.0,0.0
ES,2024-11-03,563.94,169.18,394.76
LK,2024-11-03,0.64,0.19,0.45
SJ,2024-11-03,0.0,0.0,0.0
,2024-11-03,0.0,0.0,0.0
SE,2024-11-03,1601.59,480.48,1121.11
CH,2024-11-03,214.56,64.37,150.2
TW,2024-11-03,57.41,17.22,40.19
TZ,2024-11-03,0.11,0.03,0.07
TH,2024-11-03,24.05,7.22,16.84
TL,2024-11-03,0.0,0.0,0.0
TG,2024-11-03,0.0,0.0,0.0
TT,2024-11-03,5.02,1.51,3.52
TN,2024-11-03,13.9,4.17,9.73
TR,2024-11-03,19.03,5.71,13.32
TM,2024-11-03,0.0,0.0,0.0
,2024-11-03,0.43,0.13,0.3
UG,2024-11-03,0.0,0.0,0.0
UA,2024-11-03,8.77,2.63,6.14
AE,2024-11-03,702.81,210.84,491.97
GB,2024-11-03,2127.47,638.24,1489.23
US,2024-11-03,2328.99,698.7,1630.29
UY,2024-11-03,1.18,0.35,0.82
UZ,2024-11-03,3.85,1.15,2.69
VU,2024-11-03,0.0,0.0,0.0
VE,2024-11-03,4.28,1.28,2.99
VN,2024-11-03,3.74,1.12,2.62
,2024-11-03,0.43,0.13,0.3
YE,2024-11-03,0.0,0.0,0.0
ZW,2024-11-03,0.11,0.03,0.07
DE,2024-10-29,0.0,0.0,0.0
US,2024-11-02,0.0,0.0,0.0
FR,2024-11-03,0.0,0.0,0.0
US,2024-11-03,0.0,0.0,0.0
BE,2024-11-04,91.56,27.47,64.09
CZ,2024-11-04,4.61,1.38,3.23
DK,2024-11-04,84.16,25.25,58.91
FI,2024-11-04,95.53,28.66,66.87
FR,2024-11-04,179.9,53.97,125.93
DE,2024-11-04,222.25,66.67,155.57
GR,2024-11-04,7.83,2.35,5.48
IT,2024-11-04,37.63,11.29,26.34
NL,2024-11-04,241.87,72.56,169.31
NO,2024-11-04,289.15,86.74,202.4
PT,2024-11-04,12.33,3.7,8.63
ES,2024-11-04,31.95,9.58,22.36
SE,2024-11-04,1574.51,472.35,1102.15
CH,2024-11-04,9.97,2.99,6.98
US,2024-11-04,1003.5,301.05,702.45
AT,2024-11-05,16.87,5.06,11.81
BE,2024-11-05,32.14,9.64,22.5
HR,2024-11-05,0.75,0.22,0.52
CZ,2024-11-05,3.74,1.12,2.62
DK,2024-11-05,93.87,28.16,65.71
FI,2024-11-05,18.48,5.54,12.93
FR,2024-11-05,272.53,81.76,190.77
DE,2024-11-05,259.4,77.82,181.58
GR,2024-11-05,5.23,1.57,3.66
IT,2024-11-05,24.56,7.37,17.19
LU,2024-11-05,32.25,9.68,22.58
MT,2024-11-05,0.11,0.03,0.07
NL,2024-11-05,100.39,30.12,70.27
NO,2024-11-05,3.31,0.99,2.32
PT,2024-11-05,0.43,0.13,0.3
SK,2024-11-05,0.11,0.03,0.07
ES,2024-11-05,2.46,0.74,1.72
SE,2024-11-05,1299.67,389.9,909.77
CH,2024-11-05,0.43,0.13,0.3
US,2024-11-05,2698.65,809.59,1889.05
AT,2024-11-06,105.24,31.57,73.67
BE,2024-11-06,50.23,15.07,35.16
CZ,2024-11-06,4.23,1.27,2.96
DK,2024-11-06,58.59,17.58,41.01
FI,2024-11-06,4.77,1.43,3.34
FR,2024-11-06,219.7,65.91,153.79
DE,2024-11-06,344.47,103.34,241.13
GR,2024-11-06,0.33,0.1,0.23
IT,2024-11-06,5.86,1.76,4.1
LV,2024-11-06,17.47,5.24,12.23
NL,2024-11-06,30.7,9.21,21.49
NO,2024-11-06,7.05,2.12,4.94
PT,2024-11-06,15.41,4.62,10.78
SK,2024-11-06,0.22,0.07,0.15
SI,2024-11-06,0.43,0.13,0.3
ES,2024-11-06,0.65,0.2,0.46
SE,2024-11-06,1303.67,391.1,912.57
CH,2024-11-06,5.32,1.59,3.72
US,2024-11-06,1164.15,349.24,814.9
AT,2024-11-07,0.11,0.03,0.07
BE,2024-11-07,1.28,0.38,0.9
HR,2024-11-07,0.64,0.19,0.45
CZ,2024-11-07,1.71,0.51,1.2
DK,2024-11-07,30.24,9.07,21.17
FI,2024-11-07,7.69,2.31,5.39
